dataset,record_id,family,system,raw,parsed,out_of_target,saved_corrupt_flag,ambiguous_location
opentom,32725756::location_cg_fo::0,location_cg_fo,base_direct,No,0,False,False,False
opentom,32725756::location_cg_fo::0,location_cg_fo,answer_only_direct,No,0,False,False,False
opentom,32725756::location_cg_fo::0,location_cg_fo,subjectesis_direct,No,0,False,False,False
opentom,32725756::location_cg_fo::0,location_cg_fo,subjectesis_no_review,No,0,False,False,False
opentom,32725756::location_cg_fo::0,location_cg_fo,subjectesis_review,No,0,False,False,False
opentom,32725756::location_cg_fo::1,location_cg_fo,base_direct,No,0,False,False,False
opentom,32725756::location_cg_fo::1,location_cg_fo,answer_only_direct,No,0,False,False,False
opentom,32725756::location_cg_fo::1,location_cg_fo,subjectesis_direct,No,0,False,False,False
opentom,32725756::location_cg_fo::1,location_cg_fo,subjectesis_no_review,No,0,False,False,False
opentom,32725756::location_cg_fo::1,location_cg_fo,subjectesis_review,No,0,False,False,False
opentom,32725756::location_cg_so::0,location_cg_so,base_direct,Yes,1,False,False,False
opentom,32725756::location_cg_so::0,location_cg_so,answer_only_direct,Yes,1,False,False,False
opentom,32725756::location_cg_so::0,location_cg_so,subjectesis_direct,No,0,False,False,False
opentom,32725756::location_cg_so::0,location_cg_so,subjectesis_no_review,No,0,False,False,False
opentom,32725756::location_cg_so::0,location_cg_so,subjectesis_review,No,0,False,False,False
opentom,32725756::location_cg_so::1,location_cg_so,base_direct,No,0,False,False,False
opentom,32725756::location_cg_so::1,location_cg_so,answer_only_direct,No,0,False,False,False
opentom,32725756::location_cg_so::1,location_cg_so,subjectesis_direct,No,0,False,False,False
opentom,32725756::location_cg_so::1,location_cg_so,subjectesis_no_review,No,0,False,False,False
opentom,32725756::location_cg_so::1,location_cg_so,subjectesis_review,No,0,False,False,False
opentom,32725756::location_fg_fo::0,location_fg_fo,base_direct,in a trash bag,2,False,False,False
opentom,32725756::location_fg_fo::0,location_fg_fo,answer_only_direct,in a trash bag,2,False,False,False
opentom,32725756::location_fg_fo::0,location_fg_fo,subjectesis_direct,in a trash bag,2,False,False,False
opentom,32725756::location_fg_fo::0,location_fg_fo,subjectesis_no_review,in a trash bag,2,False,False,False
opentom,32725756::location_fg_fo::0,location_fg_fo,subjectesis_review,in a trash bag,2,False,False,False
opentom,32725756::location_fg_fo::1,location_fg_fo,base_direct,by the shed,3,True,False,True
opentom,32725756::location_fg_fo::1,location_fg_fo,answer_only_direct,by the shed,3,True,False,True
opentom,32725756::location_fg_fo::1,location_fg_fo,subjectesis_direct,by the shed,3,True,False,True
opentom,32725756::location_fg_fo::1,location_fg_fo,subjectesis_no_review,by the shed,3,True,False,True
opentom,32725756::location_fg_fo::1,location_fg_fo,subjectesis_review,by the shed,3,True,False,True
opentom,32725756::location_fg_fo::2,location_fg_fo,base_direct,in a trash bag nearby,2,False,False,False
opentom,32725756::location_fg_fo::2,location_fg_fo,answer_only_direct,in a trash bag,2,False,False,False
opentom,32725756::location_fg_fo::2,location_fg_fo,subjectesis_direct,in a trash bag,2,False,False,False
opentom,32725756::location_fg_fo::2,location_fg_fo,subjectesis_no_review,in the trash bag,2,False,False,False
opentom,32725756::location_fg_fo::2,location_fg_fo,subjectesis_review,in the trash bag,2,False,False,False
opentom,32725756::location_fg_fo::3,location_fg_fo,base_direct,in a trash bag,2,False,False,False
opentom,32725756::location_fg_fo::3,location_fg_fo,answer_only_direct,in a trash bag,2,False,False,False
opentom,32725756::location_fg_fo::3,location_fg_fo,subjectesis_direct,in a trash bag,2,False,False,False
opentom,32725756::location_fg_fo::3,location_fg_fo,subjectesis_no_review,in a trash bag,2,False,False,False
opentom,32725756::location_fg_fo::3,location_fg_fo,subjectesis_review,in a trash bag,2,False,False,False
opentom,32725756::location_fg_so::0,location_fg_so,base_direct,by the shed,3,True,False,True
opentom,32725756::location_fg_so::0,location_fg_so,answer_only_direct,in the back yard,3,True,False,True
opentom,32725756::location_fg_so::0,location_fg_so,subjectesis_direct,in the back yard,3,True,False,True
opentom,32725756::location_fg_so::0,location_fg_so,subjectesis_no_review,in the back yard,3,True,False,True
opentom,32725756::location_fg_so::0,location_fg_so,subjectesis_review,in the shed,3,True,False,True
opentom,32725756::location_fg_so::1,location_fg_so,base_direct,in a trash bag nearby,2,False,False,False
opentom,32725756::location_fg_so::1,location_fg_so,answer_only_direct,in a trash bag,2,False,False,False
opentom,32725756::location_fg_so::1,location_fg_so,subjectesis_direct,in a trash bag,2,False,False,False
opentom,32725756::location_fg_so::1,location_fg_so,subjectesis_no_review,in the trash bag,2,False,False,False
opentom,32725756::location_fg_so::1,location_fg_so,subjectesis_review,in the trash bag,2,False,False,False
opentom,32725756::multihop_fo::0,multihop_fo_fullness,base_direct,less full,1,False,False,False
opentom,32725756::multihop_fo::0,multihop_fo_fullness,answer_only_direct,less full,1,False,False,False
opentom,32725756::multihop_fo::0,multihop_fo_fullness,subjectesis_direct,less full,1,False,False,False
opentom,32725756::multihop_fo::0,multihop_fo_fullness,subjectesis_no_review,less full,1,False,False,False
opentom,32725756::multihop_fo::0,multihop_fo_fullness,subjectesis_review,less full,1,False,False,False
opentom,32725756::multihop_fo::1,multihop_fo_fullness,base_direct,less full,1,False,False,False
opentom,32725756::multihop_fo::1,multihop_fo_fullness,answer_only_direct,less full,1,False,False,False
opentom,32725756::multihop_fo::1,multihop_fo_fullness,subjectesis_direct,less full,1,False,False,False
opentom,32725756::multihop_fo::1,multihop_fo_fullness,subjectesis_no_review,less full,1,False,False,False
opentom,32725756::multihop_fo::1,multihop_fo_fullness,subjectesis_review,less full,1,False,False,False
opentom,32725756::multihop_fo::2,multihop_fo_fullness,base_direct,more full,2,False,False,False
opentom,32725756::multihop_fo::2,multihop_fo_fullness,answer_only_direct,more full,2,False,False,False
opentom,32725756::multihop_fo::2,multihop_fo_fullness,subjectesis_direct,more full,2,False,False,False
opentom,32725756::multihop_fo::2,multihop_fo_fullness,subjectesis_no_review,more full,2,False,False,False
opentom,32725756::multihop_fo::2,multihop_fo_fullness,subjectesis_review,more full,2,False,False,False
opentom,32725756::multihop_fo::3,multihop_fo_fullness,base_direct,more full,2,False,False,False
opentom,32725756::multihop_fo::3,multihop_fo_fullness,answer_only_direct,more full,2,False,False,False
opentom,32725756::multihop_fo::3,multihop_fo_fullness,subjectesis_direct,more full,2,False,False,False
opentom,32725756::multihop_fo::3,multihop_fo_fullness,subjectesis_no_review,more full,2,False,False,False
opentom,32725756::multihop_fo::3,multihop_fo_fullness,subjectesis_review,more full,2,False,False,False
opentom,32725756::multihop_fo::4,multihop_fo_accessibility,base_direct,less accessible,2,False,False,False
opentom,32725756::multihop_fo::4,multihop_fo_accessibility,answer_only_direct,less accessible,2,False,False,False
opentom,32725756::multihop_fo::4,multihop_fo_accessibility,subjectesis_direct,less accessible,2,False,False,False
opentom,32725756::multihop_fo::4,multihop_fo_accessibility,subjectesis_no_review,less accessible,2,False,False,False
opentom,32725756::multihop_fo::4,multihop_fo_accessibility,subjectesis_review,less accessible,2,False,False,False
opentom,32725756::multihop_fo::5,multihop_fo_accessibility,base_direct,less accessible,2,False,False,False
opentom,32725756::multihop_fo::5,multihop_fo_accessibility,answer_only_direct,less accessible,2,False,False,False
opentom,32725756::multihop_fo::5,multihop_fo_accessibility,subjectesis_direct,less accessible,2,False,False,False
opentom,32725756::multihop_fo::5,multihop_fo_accessibility,subjectesis_no_review,less accessible,2,False,False,False
opentom,32725756::multihop_fo::5,multihop_fo_accessibility,subjectesis_review,less accessible,2,False,False,False
opentom,32725756::multihop_so::0,multihop_so_fullness,base_direct,less full,1,False,False,False
opentom,32725756::multihop_so::0,multihop_so_fullness,answer_only_direct,less full,1,False,False,False
opentom,32725756::multihop_so::0,multihop_so_fullness,subjectesis_direct,less full,1,False,False,False
opentom,32725756::multihop_so::0,multihop_so_fullness,subjectesis_no_review,less full,1,False,False,False
opentom,32725756::multihop_so::0,multihop_so_fullness,subjectesis_review,equally full,3,False,False,False
opentom,32725756::multihop_so::1,multihop_so_fullness,base_direct,less full,1,False,False,False
opentom,32725756::multihop_so::1,multihop_so_fullness,answer_only_direct,less full,1,False,False,False
opentom,32725756::multihop_so::1,multihop_so_fullness,subjectesis_direct,less full,1,False,False,False
opentom,32725756::multihop_so::1,multihop_so_fullness,subjectesis_no_review,less full,1,False,False,False
opentom,32725756::multihop_so::1,multihop_so_fullness,subjectesis_review,less full,1,False,False,False
opentom,32725756::multihop_so::2,multihop_so_fullness,base_direct,more full,2,False,False,False
opentom,32725756::multihop_so::2,multihop_so_fullness,answer_only_direct,more full,2,False,False,False
opentom,32725756::multihop_so::2,multihop_so_fullness,subjectesis_direct,more full,2,False,False,False
opentom,32725756::multihop_so::2,multihop_so_fullness,subjectesis_no_review,more full,2,False,False,False
opentom,32725756::multihop_so::2,multihop_so_fullness,subjectesis_review,more full,2,False,False,False
opentom,32725756::multihop_so::3,multihop_so_fullness,base_direct,more full,2,False,False,False
opentom,32725756::multihop_so::3,multihop_so_fullness,answer_only_direct,more full,2,False,False,False
opentom,32725756::multihop_so::3,multihop_so_fullness,subjectesis_direct,more full,2,False,False,False
opentom,32725756::multihop_so::3,multihop_so_fullness,subjectesis_no_review,more full,2,False,False,False
opentom,32725756::multihop_so::3,multihop_so_fullness,subjectesis_review,more full,2,False,False,False
opentom,32725756::multihop_so::4,multihop_so_accessibility,base_direct,less accessible,2,False,False,False
opentom,32725756::multihop_so::4,multihop_so_accessibility,answer_only_direct,less accessible,2,False,False,False
opentom,32725756::multihop_so::4,multihop_so_accessibility,subjectesis_direct,less accessible,2,False,False,False
opentom,32725756::multihop_so::4,multihop_so_accessibility,subjectesis_no_review,less accessible,2,False,False,False
opentom,32725756::multihop_so::4,multihop_so_accessibility,subjectesis_review,less accessible,2,False,False,False
opentom,32725756::multihop_so::5,multihop_so_accessibility,base_direct,less accessible,2,False,False,False
opentom,32725756::multihop_so::5,multihop_so_accessibility,answer_only_direct,less accessible,2,False,False,False
opentom,32725756::multihop_so::5,multihop_so_accessibility,subjectesis_direct,less accessible,2,False,False,False
opentom,32725756::multihop_so::5,multihop_so_accessibility,subjectesis_no_review,less accessible,2,False,False,False
opentom,32725756::multihop_so::5,multihop_so_accessibility,subjectesis_review,less accessible,2,False,False,False
opentom,32725756::attitude::0,attitude,base_direct,negative,2,False,False,False
opentom,32725756::attitude::0,attitude,answer_only_direct,negative,2,False,False,False
opentom,32725756::attitude::0,attitude,subjectesis_direct,negative,2,False,False,False
opentom,32725756::attitude::0,attitude,subjectesis_no_review,negative,2,False,False,False
opentom,32725756::attitude::0,attitude,subjectesis_review,negative,2,False,False,False
opentom,40349564::location_cg_fo::0,location_cg_fo,base_direct,No,0,False,False,False
opentom,40349564::location_cg_fo::0,location_cg_fo,answer_only_direct,No,0,False,False,False
opentom,40349564::location_cg_fo::0,location_cg_fo,subjectesis_direct,No,0,False,False,False
opentom,40349564::location_cg_fo::0,location_cg_fo,subjectesis_no_review,No,0,False,False,False
opentom,40349564::location_cg_fo::0,location_cg_fo,subjectesis_review,No,0,False,False,False
opentom,40349564::location_cg_fo::1,location_cg_fo,base_direct,No,0,False,False,False
opentom,40349564::location_cg_fo::1,location_cg_fo,answer_only_direct,No,0,False,False,False
opentom,40349564::location_cg_fo::1,location_cg_fo,subjectesis_direct,No,0,False,False,False
opentom,40349564::location_cg_fo::1,location_cg_fo,subjectesis_no_review,No,0,False,False,False
opentom,40349564::location_cg_fo::1,location_cg_fo,subjectesis_review,No,0,False,False,False
opentom,40349564::location_cg_so::0,location_cg_so,base_direct,No,0,False,False,False
opentom,40349564::location_cg_so::0,location_cg_so,answer_only_direct,No,0,False,False,False
opentom,40349564::location_cg_so::0,location_cg_so,subjectesis_direct,No,0,False,False,False
opentom,40349564::location_cg_so::0,location_cg_so,subjectesis_no_review,No,0,False,False,False
opentom,40349564::location_cg_so::0,location_cg_so,subjectesis_review,No,0,False,False,False
opentom,40349564::location_cg_so::1,location_cg_so,base_direct,No,0,False,False,False
opentom,40349564::location_cg_so::1,location_cg_so,answer_only_direct,No,0,False,False,False
opentom,40349564::location_cg_so::1,location_cg_so,subjectesis_direct,No,0,False,False,False
opentom,40349564::location_cg_so::1,location_cg_so,subjectesis_no_review,No,0,False,False,False
opentom,40349564::location_cg_so::1,location_cg_so,subjectesis_review,No,0,False,False,False
opentom,40349564::location_fg_fo::0,location_fg_fo,base_direct,"in a dusty box, deep within the confines of darkness",3,True,False,True
opentom,40349564::location_fg_fo::0,location_fg_fo,answer_only_direct,"in a dusty box, deep within the confines of darkness",3,True,False,True
opentom,40349564::location_fg_fo::0,location_fg_fo,subjectesis_direct,"in a dusty box, deep within the confines of darkness",3,True,False,True
opentom,40349564::location_fg_fo::0,location_fg_fo,subjectesis_no_review,"in a dusty box, deep within the confines of darkness",3,True,False,True
opentom,40349564::location_fg_fo::0,location_fg_fo,subjectesis_review,"in a dusty box, deep within the confines of darkness",3,True,False,True
opentom,40349564::location_fg_fo::1,location_fg_fo,base_direct,neatly hanging on a hook,3,True,False,True
opentom,40349564::location_fg_fo::1,location_fg_fo,answer_only_direct,on a hook,3,True,False,True
opentom,40349564::location_fg_fo::1,location_fg_fo,subjectesis_direct,neatly hanging on a hook,3,True,False,True
opentom,40349564::location_fg_fo::1,location_fg_fo,subjectesis_no_review,on a hook in the laundry,3,True,False,True
opentom,40349564::location_fg_fo::1,location_fg_fo,subjectesis_review,on a hook in the laundry,3,True,False,True
opentom,40349564::location_fg_fo::2,location_fg_fo,base_direct,"in a dusty box, deep within the confines of darkness in the basement storage room",2,False,False,False
opentom,40349564::location_fg_fo::2,location_fg_fo,answer_only_direct,"in a dusty box, deep within the confines of darkness",3,True,False,True
opentom,40349564::location_fg_fo::2,location_fg_fo,subjectesis_direct,"in a dusty box, deep within the confines of darkness",3,True,False,True
opentom,40349564::location_fg_fo::2,location_fg_fo,subjectesis_no_review,"in the basement storage room, specifically stashed in a dusty box deep within the confines of darkness",2,False,False,False
opentom,40349564::location_fg_fo::2,location_fg_fo,subjectesis_review,"in the basement storage room, specifically stashed in a dusty box deep within the confines of darkness",2,False,False,False
opentom,40349564::location_fg_fo::3,location_fg_fo,base_direct,"in a dusty box, deep within the confines of darkness",3,True,False,True
opentom,40349564::location_fg_fo::3,location_fg_fo,answer_only_direct,in a dusty box in the basement storage room,2,False,False,False
opentom,40349564::location_fg_fo::3,location_fg_fo,subjectesis_direct,"in a dusty box, deep within the confines of darkness",3,True,False,True
opentom,40349564::location_fg_fo::3,location_fg_fo,subjectesis_no_review,"in the basement storage room, stashed in a dusty box",2,False,False,False
opentom,40349564::location_fg_fo::3,location_fg_fo,subjectesis_review,"in the basement storage room, stashed in a dusty box",2,False,False,False
opentom,40349564::location_fg_so::0,location_fg_so,base_direct,"in a dusty box, deep within the confines of darkness",3,True,False,True
opentom,40349564::location_fg_so::0,location_fg_so,answer_only_direct,"in a dusty box, deep within the confines of darkness",3,True,False,True
opentom,40349564::location_fg_so::0,location_fg_so,subjectesis_direct,"in a dusty box, deep within the confines of darkness",3,True,False,True
opentom,40349564::location_fg_so::0,location_fg_so,subjectesis_no_review,"in the basement storage room, specifically in a dusty box deep within the confines of darkness",2,False,False,False
opentom,40349564::location_fg_so::0,location_fg_so,subjectesis_review,"in the basement storage room, specifically in a dusty box deep within the confines of darkness",2,False,False,False
opentom,40349564::location_fg_so::1,location_fg_so,base_direct,"in a dusty box, deep within the confines of darkness",3,True,False,True
opentom,40349564::location_fg_so::1,location_fg_so,answer_only_direct,"in a dusty box, deep within the confines of darkness",3,True,False,True
opentom,40349564::location_fg_so::1,location_fg_so,subjectesis_direct,"in a dusty box, deep within the confines of darkness",3,True,False,True
opentom,40349564::location_fg_so::1,location_fg_so,subjectesis_no_review,"in the basement storage room, specifically stashed in a dusty box deep within the confines of darkness",2,False,False,False
opentom,40349564::location_fg_so::1,location_fg_so,subjectesis_review,"in the basement storage room, specifically stashed in a dusty box deep within the confines of darkness",2,False,False,False
opentom,40349564::multihop_fo::0,multihop_fo_fullness,base_direct,less full,1,False,False,False
opentom,40349564::multihop_fo::0,multihop_fo_fullness,answer_only_direct,less full,1,False,False,False
opentom,40349564::multihop_fo::0,multihop_fo_fullness,subjectesis_direct,less full,1,False,False,False
opentom,40349564::multihop_fo::0,multihop_fo_fullness,subjectesis_no_review,less full,1,False,False,False
opentom,40349564::multihop_fo::0,multihop_fo_fullness,subjectesis_review,less full,1,False,False,False
opentom,40349564::multihop_fo::1,multihop_fo_fullness,base_direct,less full,1,False,False,False
opentom,40349564::multihop_fo::1,multihop_fo_fullness,answer_only_direct,less full,1,False,False,False
opentom,40349564::multihop_fo::1,multihop_fo_fullness,subjectesis_direct,less full,1,False,False,False
opentom,40349564::multihop_fo::1,multihop_fo_fullness,subjectesis_no_review,unknown,-1,True,True,False
opentom,40349564::multihop_fo::1,multihop_fo_fullness,subjectesis_review,unknown,-1,True,True,False
opentom,40349564::multihop_fo::2,multihop_fo_fullness,base_direct,more full,2,False,False,False
opentom,40349564::multihop_fo::2,multihop_fo_fullness,answer_only_direct,more full,2,False,False,False
opentom,40349564::multihop_fo::2,multihop_fo_fullness,subjectesis_direct,more full,2,False,False,False
opentom,40349564::multihop_fo::2,multihop_fo_fullness,subjectesis_no_review,more full,2,False,False,False
opentom,40349564::multihop_fo::2,multihop_fo_fullness,subjectesis_review,more full,2,False,False,False
opentom,40349564::multihop_fo::3,multihop_fo_fullness,base_direct,more full,2,False,False,False
opentom,40349564::multihop_fo::3,multihop_fo_fullness,answer_only_direct,more full,2,False,False,False
opentom,40349564::multihop_fo::3,multihop_fo_fullness,subjectesis_direct,more full,2,False,False,False
opentom,40349564::multihop_fo::3,multihop_fo_fullness,subjectesis_no_review,more full,2,False,False,False
opentom,40349564::multihop_fo::3,multihop_fo_fullness,subjectesis_review,more full,2,False,False,False
opentom,40349564::multihop_fo::4,multihop_fo_accessibility,base_direct,less accessible,2,False,False,False
opentom,40349564::multihop_fo::4,multihop_fo_accessibility,answer_only_direct,less accessible,2,False,False,False
opentom,40349564::multihop_fo::4,multihop_fo_accessibility,subjectesis_direct,less accessible,2,False,False,False
opentom,40349564::multihop_fo::4,multihop_fo_accessibility,subjectesis_no_review,less accessible,2,False,False,False
opentom,40349564::multihop_fo::4,multihop_fo_accessibility,subjectesis_review,less accessible,2,False,False,False
opentom,40349564::multihop_fo::5,multihop_fo_accessibility,base_direct,less accessible,2,False,False,False
opentom,40349564::multihop_fo::5,multihop_fo_accessibility,answer_only_direct,less accessible,2,False,False,False
opentom,40349564::multihop_fo::5,multihop_fo_accessibility,subjectesis_direct,less accessible,2,False,False,False
opentom,40349564::multihop_fo::5,multihop_fo_accessibility,subjectesis_no_review,less accessible,2,False,False,False
opentom,40349564::multihop_fo::5,multihop_fo_accessibility,subjectesis_review,less accessible,2,False,False,False
opentom,40349564::multihop_so::0,multihop_so_fullness,base_direct,less full,1,False,False,False
opentom,40349564::multihop_so::0,multihop_so_fullness,answer_only_direct,less full,1,False,False,False
opentom,40349564::multihop_so::0,multihop_so_fullness,subjectesis_direct,less full,1,False,False,False
opentom,40349564::multihop_so::0,multihop_so_fullness,subjectesis_no_review,unknown,-1,True,True,False
opentom,40349564::multihop_so::0,multihop_so_fullness,subjectesis_review,unknown,-1,True,True,False
opentom,40349564::multihop_so::1,multihop_so_fullness,base_direct,less full,1,False,False,False
opentom,40349564::multihop_so::1,multihop_so_fullness,answer_only_direct,less full,1,False,False,False
opentom,40349564::multihop_so::1,multihop_so_fullness,subjectesis_direct,less full,1,False,False,False
opentom,40349564::multihop_so::1,multihop_so_fullness,subjectesis_no_review,unknown,-1,True,True,False
opentom,40349564::multihop_so::1,multihop_so_fullness,subjectesis_review,unknown,-1,True,True,False
opentom,40349564::multihop_so::2,multihop_so_fullness,base_direct,more full,2,False,False,False
opentom,40349564::multihop_so::2,multihop_so_fullness,answer_only_direct,more full,2,False,False,False
opentom,40349564::multihop_so::2,multihop_so_fullness,subjectesis_direct,more full,2,False,False,False
opentom,40349564::multihop_so::2,multihop_so_fullness,subjectesis_no_review,more full,2,False,False,False
opentom,40349564::multihop_so::2,multihop_so_fullness,subjectesis_review,more full,2,False,False,False
opentom,40349564::multihop_so::3,multihop_so_fullness,base_direct,more full,2,False,False,False
opentom,40349564::multihop_so::3,multihop_so_fullness,answer_only_direct,more full,2,False,False,False
opentom,40349564::multihop_so::3,multihop_so_fullness,subjectesis_direct,more full,2,False,False,False
opentom,40349564::multihop_so::3,multihop_so_fullness,subjectesis_no_review,more full,2,False,False,False
opentom,40349564::multihop_so::3,multihop_so_fullness,subjectesis_review,more full,2,False,False,False
opentom,40349564::multihop_so::4,multihop_so_accessibility,base_direct,less accessible,2,False,False,False
opentom,40349564::multihop_so::4,multihop_so_accessibility,answer_only_direct,less accessible,2,False,False,False
opentom,40349564::multihop_so::4,multihop_so_accessibility,subjectesis_direct,less accessible,2,False,False,False
opentom,40349564::multihop_so::4,multihop_so_accessibility,subjectesis_no_review,less accessible,2,False,False,False
opentom,40349564::multihop_so::4,multihop_so_accessibility,subjectesis_review,less accessible,2,False,False,False
opentom,40349564::multihop_so::5,multihop_so_accessibility,base_direct,less accessible,2,False,False,False
opentom,40349564::multihop_so::5,multihop_so_accessibility,answer_only_direct,less accessible,2,False,False,False
opentom,40349564::multihop_so::5,multihop_so_accessibility,subjectesis_direct,less accessible,2,False,False,False
opentom,40349564::multihop_so::5,multihop_so_accessibility,subjectesis_no_review,less accessible,2,False,False,False
opentom,40349564::multihop_so::5,multihop_so_accessibility,subjectesis_review,less accessible,2,False,False,False
opentom,40349564::attitude::0,attitude,base_direct,negative,2,False,False,False
opentom,40349564::attitude::0,attitude,answer_only_direct,negative,2,False,False,False
opentom,40349564::attitude::0,attitude,subjectesis_direct,negative,2,False,False,False
opentom,40349564::attitude::0,attitude,subjectesis_no_review,negative,2,False,False,False
opentom,40349564::attitude::0,attitude,subjectesis_review,negative,2,False,False,False
opentom,43999533::location_cg_fo::0,location_cg_fo,base_direct,No,0,False,False,False
opentom,43999533::location_cg_fo::0,location_cg_fo,answer_only_direct,No,0,False,False,False
opentom,43999533::location_cg_fo::0,location_cg_fo,subjectesis_direct,No,0,False,False,False
opentom,43999533::location_cg_fo::0,location_cg_fo,subjectesis_no_review,No,0,False,False,False
opentom,43999533::location_cg_fo::0,location_cg_fo,subjectesis_review,No,0,False,False,False
opentom,43999533::location_cg_fo::1,location_cg_fo,base_direct,No,0,False,False,False
opentom,43999533::location_cg_fo::1,location_cg_fo,answer_only_direct,No,0,False,False,False
opentom,43999533::location_cg_fo::1,location_cg_fo,subjectesis_direct,No,0,False,False,False
opentom,43999533::location_cg_fo::1,location_cg_fo,subjectesis_no_review,No,0,False,False,False
opentom,43999533::location_cg_fo::1,location_cg_fo,subjectesis_review,No,0,False,False,False
opentom,43999533::location_cg_so::0,location_cg_so,base_direct,Yes,1,False,False,False
opentom,43999533::location_cg_so::0,location_cg_so,answer_only_direct,No,0,False,False,False
opentom,43999533::location_cg_so::0,location_cg_so,subjectesis_direct,No,0,False,False,False
opentom,43999533::location_cg_so::0,location_cg_so,subjectesis_no_review,No,0,False,False,False
opentom,43999533::location_cg_so::0,location_cg_so,subjectesis_review,No,0,False,False,False
opentom,43999533::location_cg_so::1,location_cg_so,base_direct,No,0,False,False,False
opentom,43999533::location_cg_so::1,location_cg_so,answer_only_direct,No,0,False,False,False
opentom,43999533::location_cg_so::1,location_cg_so,subjectesis_direct,No,0,False,False,False
opentom,43999533::location_cg_so::1,location_cg_so,subjectesis_no_review,No,0,False,False,False
opentom,43999533::location_cg_so::1,location_cg_so,subjectesis_review,No,0,False,False,False
opentom,43999533::location_fg_fo::0,location_fg_fo,base_direct,in the refrigerator,2,False,False,False
opentom,43999533::location_fg_fo::0,location_fg_fo,answer_only_direct,in the refrigerator,2,False,False,False
opentom,43999533::location_fg_fo::0,location_fg_fo,subjectesis_direct,in the refrigerator,2,False,False,False
opentom,43999533::location_fg_fo::0,location_fg_fo,subjectesis_no_review,in the refrigerator,2,False,False,False
opentom,43999533::location_fg_fo::0,location_fg_fo,subjectesis_review,in the refrigerator,2,False,False,False
opentom,43999533::location_fg_fo::1,location_fg_fo,base_direct,among the forgotten trinkets in the dusty cupboards of the crawlspace,3,True,False,True
opentom,43999533::location_fg_fo::1,location_fg_fo,answer_only_direct,among the forgotten trinkets in the dusty cupboards of the crawlspace,3,True,False,True
opentom,43999533::location_fg_fo::1,location_fg_fo,subjectesis_direct,in the crawlspace of their shared apartment,3,True,False,True
opentom,43999533::location_fg_fo::1,location_fg_fo,subjectesis_no_review,in the crawlspace of their shared apartment,3,True,False,True
opentom,43999533::location_fg_fo::1,location_fg_fo,subjectesis_review,in the crawlspace of their shared apartment,3,True,False,True
opentom,43999533::location_fg_fo::2,location_fg_fo,base_direct,in the refrigerator,2,False,False,False
opentom,43999533::location_fg_fo::2,location_fg_fo,answer_only_direct,in the refrigerator,2,False,False,False
opentom,43999533::location_fg_fo::2,location_fg_fo,subjectesis_direct,in the refrigerator,2,False,False,False
opentom,43999533::location_fg_fo::2,location_fg_fo,subjectesis_no_review,in the refrigerator,2,False,False,False
opentom,43999533::location_fg_fo::2,location_fg_fo,subjectesis_review,in the refrigerator,2,False,False,False
opentom,43999533::location_fg_fo::3,location_fg_fo,base_direct,in the refrigerator,2,False,False,False
opentom,43999533::location_fg_fo::3,location_fg_fo,answer_only_direct,in the refrigerator,2,False,False,False
opentom,43999533::location_fg_fo::3,location_fg_fo,subjectesis_direct,in the refrigerator,2,False,False,False
opentom,43999533::location_fg_fo::3,location_fg_fo,subjectesis_no_review,in the refrigerator,2,False,False,False
opentom,43999533::location_fg_fo::3,location_fg_fo,subjectesis_review,in the refrigerator,2,False,False,False
opentom,43999533::location_fg_so::0,location_fg_so,base_direct,in the refrigerator,2,False,False,False
opentom,43999533::location_fg_so::0,location_fg_so,answer_only_direct,in the refrigerator,2,False,False,False
opentom,43999533::location_fg_so::0,location_fg_so,subjectesis_direct,in the refrigerator,2,False,False,False
opentom,43999533::location_fg_so::0,location_fg_so,subjectesis_no_review,in the refrigerator,2,False,False,False
opentom,43999533::location_fg_so::0,location_fg_so,subjectesis_review,in the refrigerator,2,False,False,False
opentom,43999533::location_fg_so::1,location_fg_so,base_direct,in the refrigerator,2,False,False,False
opentom,43999533::location_fg_so::1,location_fg_so,answer_only_direct,in the refrigerator,2,False,False,False
opentom,43999533::location_fg_so::1,location_fg_so,subjectesis_direct,in the refrigerator,2,False,False,False
opentom,43999533::location_fg_so::1,location_fg_so,subjectesis_no_review,in the refrigerator,2,False,False,False
opentom,43999533::location_fg_so::1,location_fg_so,subjectesis_review,in the refrigerator,2,False,False,False
opentom,43999533::multihop_fo::0,multihop_fo_fullness,base_direct,less full,1,False,False,False
opentom,43999533::multihop_fo::0,multihop_fo_fullness,answer_only_direct,less full,1,False,False,False
opentom,43999533::multihop_fo::0,multihop_fo_fullness,subjectesis_direct,less full,1,False,False,False
opentom,43999533::multihop_fo::0,multihop_fo_fullness,subjectesis_no_review,less full,1,False,False,False
opentom,43999533::multihop_fo::0,multihop_fo_fullness,subjectesis_review,less full,1,False,False,False
opentom,43999533::multihop_fo::1,multihop_fo_fullness,base_direct,less full,1,False,False,False
opentom,43999533::multihop_fo::1,multihop_fo_fullness,answer_only_direct,less full,1,False,False,False
opentom,43999533::multihop_fo::1,multihop_fo_fullness,subjectesis_direct,less full,1,False,False,False
opentom,43999533::multihop_fo::1,multihop_fo_fullness,subjectesis_no_review,less full,1,False,False,False
opentom,43999533::multihop_fo::1,multihop_fo_fullness,subjectesis_review,less full,1,False,False,False
opentom,43999533::multihop_fo::2,multihop_fo_fullness,base_direct,more full,2,False,False,False
