record_id,cluster,family,transition,raw_answer_changed,parsed_answer_changed,value_changes,basis_changes,citation_changes,any_state_change,review_calls,initial_finalizer_disagreement,unknown_fields,unsupported_answer_claim_count
desire_164,2252,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_165,2252,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_166,2252,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_167,2252,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_181,2349,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_182,2349,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_183,2349,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_184,2349,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_185,2369,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_186,2369,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_187,2369,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_188,2369,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_189,2369,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_195,2630,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_196,2630,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_197,2630,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_198,2630,desire,right_to_right,False,False,0,0,0,False,1,False,1,1
desire_227,3828,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_228,3828,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_229,3828,desire,right_to_right,False,False,0,0,0,False,1,False,1,1
desire_230,3828,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_231,3828,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_253,4529,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_254,4529,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_255,4529,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_256,4529,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_257,4529,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_258,4669,desire,right_to_right,False,False,0,0,0,False,1,True,1,1
desire_259,4669,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_260,4669,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_261,4669,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_271,5802,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_272,5802,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_273,5802,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_274,5802,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_275,5919,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_276,5919,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_277,5919,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_278,5919,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_287,6009,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_288,6009,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_289,6009,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_290,6009,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_291,6009,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_292,6009,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_293,6325,desire,wrong_to_wrong,False,False,0,0,0,False,1,True,1,1
desire_294,6325,desire,wrong_to_wrong,False,False,0,0,0,False,1,False,0,0
desire_295,6325,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_296,6325,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_297,6325,desire,right_to_right,False,False,0,0,0,False,1,False,1,1
desire_315,6708,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_316,6708,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_317,6708,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_318,6708,desire,right_to_right,False,False,0,0,0,False,1,True,1,1
desire_319,6708,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_327,6778,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_328,6778,desire,wrong_to_wrong,False,False,0,0,0,False,1,False,1,1
desire_329,6778,desire,right_to_right,False,False,0,0,0,False,1,False,1,1
desire_354,6866,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_355,6866,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_356,6866,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_357,6866,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_373,6940,desire,right_to_right,False,False,0,0,0,False,1,False,1,1
desire_374,6940,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_375,6940,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_376,6940,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_393,7180,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_394,7180,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_395,7180,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_454,7851,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_455,7851,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_456,7851,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_457,7851,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_458,7851,desire,right_to_right,False,False,0,0,0,False,1,False,1,1
desire_502,8281,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_503,8281,desire,right_to_right,False,False,0,0,0,False,1,False,1,1
desire_504,8281,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_505,8281,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_506,8331,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_507,8331,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_508,8331,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_509,8331,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_510,8331,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_573,9336,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_574,9336,desire,right_to_right,False,False,0,0,0,False,1,False,1,1
desire_575,9336,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_576,9336,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_615,9693,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_616,9693,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_617,9693,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_664,10336,desire,right_to_right,False,False,0,0,0,False,1,False,1,1
desire_665,10336,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_666,10336,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_667,10336,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_680,10597,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_681,10597,desire,right_to_right,False,False,0,0,0,False,1,False,1,1
desire_682,10597,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_683,10597,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_697,10695,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_698,10695,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_699,10695,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_700,10695,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_701,10695,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_702,10695,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_703,10695,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_714,10972,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_715,10972,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_716,10972,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_717,10972,desire,right_to_right,False,False,0,0,0,False,1,False,1,1
desire_718,10972,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_740,11107,desire,wrong_to_wrong,False,False,0,0,0,False,1,True,1,1
desire_741,11107,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_742,11107,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_743,11107,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_747,11245,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_748,11245,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_749,11245,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_750,11245,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_788,11616,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_789,11616,desire,right_to_right,False,False,0,0,0,False,1,False,1,1
desire_790,11616,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_791,11616,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_792,11788,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_793,11788,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_794,11788,desire,right_to_right,False,False,0,0,0,False,1,False,1,1
desire_795,11788,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_796,11854,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_797,11854,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_802,12138,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_803,12138,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_804,12138,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_805,12138,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_828,13013,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_829,13013,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_830,13013,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_831,13013,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_839,13240,desire,right_to_right,False,False,0,0,0,False,1,False,1,1
desire_840,13240,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_841,13240,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_842,13240,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_868,13526,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_869,13526,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_870,13526,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_871,13526,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_882,13715,desire,wrong_to_wrong,False,False,0,0,0,False,1,True,1,1
desire_883,13715,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_884,13715,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_885,13715,desire,right_to_right,False,False,0,0,0,False,1,True,1,1
desire_886,13787,desire,right_to_right,False,False,0,0,0,False,1,True,1,1
desire_887,13787,desire,wrong_to_wrong,False,False,0,0,0,False,1,True,1,1
desire_888,13787,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_889,13787,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_894,13964,desire,right_to_right,False,False,0,0,0,False,1,False,1,1
desire_895,13964,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_896,13964,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_897,13964,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_898,13964,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_907,14045,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_908,14045,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_909,14045,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_910,14045,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_911,14087,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_912,14087,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_913,14087,desire,right_to_right,False,False,0,0,0,False,1,False,1,1
desire_914,14087,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_915,14087,desire,right_to_right,False,False,0,0,0,False,1,False,1,1
desire_930,14197,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_931,14197,desire,right_to_right,False,False,0,0,0,False,1,False,1,1
desire_932,14197,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_933,14197,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_996,14849,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_997,14849,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_998,14849,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_999,14849,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1000,14887,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1001,14887,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1002,14887,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1042,16354,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1043,16354,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1044,16354,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1045,16354,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1046,16354,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1053,16581,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1054,16581,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1055,16581,desire,right_to_right,False,False,0,0,0,False,1,False,1,1
desire_1056,16581,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1057,16663,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1058,16663,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1059,16663,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1060,16663,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1080,16868,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1081,16868,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1082,16868,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1083,16868,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1084,16868,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1102,17125,desire,right_to_right,False,False,0,0,0,False,1,False,1,1
desire_1103,17125,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1104,17125,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1105,17125,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1114,17512,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1115,17512,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1116,17512,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1117,17512,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1158,17911,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1159,17911,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1160,17911,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1161,17911,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1198,18692,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1199,18692,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1205,18817,desire,right_to_right,False,False,0,0,0,False,1,False,1,1
desire_1206,18817,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1252,19367,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1253,19367,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1254,19367,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1255,19367,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1287,19877,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1288,19877,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1289,19877,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1303,20778,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1304,20778,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1305,20778,desire,right_to_right,False,False,1,1,1,True,1,False,0,0
desire_1318,21114,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1319,21114,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1320,21114,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1321,21192,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1322,21192,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1323,21192,desire,right_to_right,False,False,0,0,0,False,1,False,1,1
desire_1324,21192,desire,right_to_right,False,False,0,0,0,False,1,False,1,1
desire_1325,21192,desire,right_to_right,False,False,0,0,0,False,1,False,1,1
desire_1326,21333,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1327,21333,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1328,21333,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1336,21364,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1337,21364,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1338,21364,desire,right_to_right,False,False,0,0,0,False,1,False,1,1
desire_1339,21364,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1345,21529,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1346,21529,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1347,21529,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1348,21529,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1371,21941,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1372,21941,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1373,21941,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1374,21941,desire,wrong_to_wrong,False,False,0,0,0,False,1,True,1,1
desire_1375,21954,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1376,21954,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1377,21954,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1378,21954,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1383,21968,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1384,21968,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1385,21968,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1386,21968,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1435,22918,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1436,22918,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
desire_1437,22918,desire,right_to_right,False,False,0,0,0,False,1,False,0,0
