record_id,field,decision,valid,old_value,new_value,value_changed,claim_changed,citation_changed,withdrawal
belief_833,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_834,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_834,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_834,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_835,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_835,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_835,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_836,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_836,seen,preserve,True,no,no,False,False,False,False
belief_836,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_853,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_853,seen,preserve,True,no,no,False,False,False,False
belief_853,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_854,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_854,seen,revise,True,yes,unknown,True,True,True,True
belief_854,appraisal,preserve,True,likes,likes,False,False,False,False
belief_855,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_855,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_855,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_856,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_856,seen,preserve,True,yes,yes,False,False,False,False
belief_856,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_857,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_857,seen,revise,True,yes,unknown,True,True,True,True
belief_857,appraisal,preserve,True,likes,likes,False,False,False,False
belief_858,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_858,seen,preserve,True,no,no,False,False,False,False
belief_858,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_877,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_877,seen,preserve,True,yes,yes,False,False,False,False
belief_877,recommendation_response,revise,True,unknown,accepted,True,True,True,False
belief_878,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_878,seen,revise,True,yes,no,True,True,False,False
belief_878,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_879,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_879,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_879,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_880,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_880,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_880,appraisal,preserve,True,likes,likes,False,False,False,False
belief_881,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_881,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_881,appraisal,revise,True,likes,unknown,True,True,True,True
belief_882,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_882,seen,preserve,True,no,no,False,False,False,False
belief_882,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_883,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_883,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_883,appraisal,preserve,True,likes,likes,False,False,False,False
belief_894,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_894,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_894,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_895,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_895,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_895,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_896,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_896,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_896,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_897,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_897,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_897,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_898,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_898,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_898,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_923,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_923,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_923,appraisal,preserve,True,likes,likes,False,False,False,False
belief_924,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_924,seen,preserve,True,no,no,False,False,False,False
belief_924,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_925,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_925,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_925,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_926,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_926,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_926,appraisal,preserve,True,likes,likes,False,False,False,False
belief_927,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_927,seen,preserve,True,yes,yes,False,False,False,False
belief_927,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_928,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_928,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_928,appraisal,revise,True,likes,unknown,True,True,True,True
belief_929,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_929,seen,preserve,True,yes,yes,False,False,False,False
belief_929,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_933,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_933,seen,revise,True,yes,unknown,True,True,True,True
belief_933,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_934,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_934,seen,preserve,True,yes,yes,False,False,False,False
belief_934,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_935,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_935,seen,preserve,True,yes,yes,False,False,False,False
belief_935,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_936,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_936,seen,preserve,True,no,no,False,False,False,False
belief_936,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_973,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_973,seen,preserve,True,no,no,False,False,False,False
belief_973,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_974,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_974,seen,preserve,True,no,no,False,False,False,False
belief_974,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_975,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_975,seen,revise,True,yes,unknown,True,True,True,True
belief_975,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_976,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_976,seen,revise,True,yes,unknown,True,True,True,True
belief_976,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_977,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_977,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_977,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_978,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_978,seen,preserve,True,no,no,False,False,False,False
belief_978,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_979,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_979,seen,preserve,True,no,no,False,False,False,False
belief_979,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_980,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_980,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_980,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_981,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_981,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_981,appraisal,preserve,True,likes,likes,False,False,False,False
belief_982,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_982,seen,preserve,True,yes,yes,False,False,False,False
belief_982,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_987,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_987,seen,preserve,True,no,no,False,False,False,False
belief_987,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_988,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_988,seen,preserve,True,no,no,False,False,False,False
belief_988,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_989,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_989,seen,preserve,True,yes,yes,False,False,False,False
belief_989,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_990,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_990,seen,preserve,True,yes,yes,False,False,False,False
belief_990,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_991,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_991,seen,revise,True,yes,unknown,True,True,True,True
belief_991,appraisal,preserve,True,likes,likes,False,False,False,False
belief_992,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_992,seen,revise,True,yes,unknown,True,True,True,True
belief_992,appraisal,preserve,True,likes,likes,False,False,False,False
belief_1020,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1020,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1020,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_1021,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1021,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1021,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_1022,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1022,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1022,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_1023,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1023,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1023,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_1033,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1033,seen,preserve,True,no,no,False,False,False,False
belief_1033,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1034,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1034,seen,preserve,True,yes,yes,False,False,False,False
belief_1034,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1035,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1035,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1035,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_1036,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1036,seen,preserve,True,yes,yes,False,False,False,False
belief_1036,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1064,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1064,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1064,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_1065,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1065,seen,preserve,True,yes,yes,False,False,False,False
belief_1065,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_1066,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1066,seen,preserve,True,no,no,False,False,False,False
belief_1066,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_1067,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1067,seen,preserve,True,yes,yes,False,False,False,False
belief_1067,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1076,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1076,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1076,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1077,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1077,seen,preserve,True,yes,yes,False,False,False,False
belief_1077,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1078,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1078,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1078,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_1079,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_1079,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1079,appraisal,preserve,True,likes,likes,False,False,False,False
belief_1080,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1080,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1080,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_1081,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1081,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1081,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1082,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1082,seen,preserve,True,no,no,False,False,False,False
belief_1082,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1083,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1083,seen,preserve,True,yes,yes,False,False,False,False
belief_1083,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1084,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1084,seen,preserve,True,yes,yes,False,False,False,False
belief_1084,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1085,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_1085,seen,preserve,True,yes,yes,False,False,False,False
belief_1085,appraisal,preserve,True,likes,likes,False,False,False,False
belief_1091,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1091,seen,preserve,True,no,no,False,False,False,False
belief_1091,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_1092,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1092,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1092,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_1093,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1093,seen,preserve,True,no,no,False,False,False,False
belief_1093,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_1094,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1094,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1094,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_1095,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1095,seen,preserve,True,no,no,False,False,False,False
belief_1095,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_1102,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1102,seen,revise,True,yes,unknown,True,True,True,True
belief_1102,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1103,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1103,seen,preserve,True,no,no,False,False,False,False
belief_1103,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_1104,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_1104,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1104,appraisal,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1105,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_1105,seen,preserve,True,yes,yes,False,False,False,False
belief_1105,appraisal,preserve,True,likes,likes,False,False,False,False
belief_1106,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1106,seen,preserve,True,yes,yes,False,False,False,False
belief_1106,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_1107,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1107,seen,revise,True,unknown,yes,True,True,True,False
belief_1107,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1108,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_1108,seen,preserve,True,yes,yes,False,False,False,False
belief_1108,appraisal,preserve,True,likes,likes,False,False,False,False
belief_1109,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1109,seen,preserve,True,no,no,False,False,False,False
belief_1109,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_1110,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1110,seen,preserve,True,yes,yes,False,False,False,False
belief_1110,recommendation_response,revise,True,unknown,declined,True,True,True,False
belief_1111,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1111,seen,revise,True,unknown,no,True,True,True,False
belief_1111,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1112,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1112,seen,preserve,True,no,no,False,False,False,False
belief_1112,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_1113,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1113,seen,preserve,True,no,no,False,False,False,False
belief_1113,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1135,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1135,seen,revise,True,yes,unknown,True,True,True,True
belief_1135,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1136,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_1136,seen,revise,True,yes,unknown,True,True,True,True
belief_1136,appraisal,preserve,True,likes,likes,False,False,False,False
belief_1137,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1137,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1137,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1138,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1138,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1138,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_1139,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1139,seen,preserve,True,yes,yes,False,False,False,False
belief_1139,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_1212,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1212,seen,preserve,True,no,no,False,False,False,False
belief_1212,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_1213,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1213,seen,preserve,True,yes,yes,False,False,False,False
belief_1213,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_1214,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1214,seen,preserve,True,no,no,False,False,False,False
belief_1214,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_1215,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1215,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1215,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_1216,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_1216,seen,preserve,True,yes,yes,False,False,False,False
belief_1216,appraisal,preserve,True,likes,likes,False,False,False,False
belief_1217,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_1217,seen,preserve,True,yes,yes,False,False,False,False
belief_1217,appraisal,preserve,True,likes,likes,False,False,False,False
belief_1218,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1218,seen,preserve,True,no,no,False,False,False,False
belief_1218,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_1219,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1219,seen,preserve,True,no,no,False,False,False,False
belief_1219,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_1220,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1220,seen,preserve,True,no,no,False,False,False,False
belief_1220,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_1269,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1269,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1269,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_1270,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1270,seen,preserve,True,yes,yes,False,False,False,False
belief_1270,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_1271,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1271,seen,preserve,True,yes,yes,False,False,False,False
belief_1271,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1272,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1272,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1272,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_1273,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1273,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1273,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1278,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1278,seen,preserve,True,yes,yes,False,False,False,False
belief_1278,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_1279,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1279,seen,revise,True,unknown,yes,True,True,True,False
belief_1279,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1280,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1280,seen,preserve,True,no,no,False,False,False,False
belief_1280,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_1281,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_1281,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1281,appraisal,preserve,True,likes,likes,False,False,False,False
belief_1282,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1282,seen,preserve,True,yes,yes,False,False,False,False
belief_1282,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1283,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1283,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1283,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_1284,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1284,seen,preserve,True,yes,yes,False,False,False,False
belief_1284,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1285,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_1285,seen,preserve,True,yes,yes,False,False,False,False
belief_1285,appraisal,preserve,True,likes,likes,False,False,False,False
belief_1286,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1286,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1286,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_1287,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1287,seen,preserve,True,no,no,False,False,False,False
belief_1287,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_1316,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1316,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1316,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_1317,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1317,seen,preserve,True,yes,yes,False,False,False,False
belief_1317,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1318,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1318,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1318,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1319,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_1319,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1319,appraisal,revise,True,likes,unknown,True,True,True,True
belief_1320,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1320,seen,preserve,True,no,no,False,False,False,False
belief_1320,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_1321,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1321,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1321,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_1345,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1345,seen,preserve,True,yes,yes,False,False,False,False
belief_1345,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1346,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1346,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1346,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_1347,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1347,seen,preserve,True,yes,yes,False,False,False,False
belief_1347,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1348,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1348,seen,preserve,True,no,no,False,False,False,False
belief_1348,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_1357,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1357,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1357,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_1358,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1358,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1358,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_1359,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_1359,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1359,appraisal,preserve,True,likes,likes,False,False,False,False
belief_1360,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1360,seen,preserve,True,no,no,False,False,False,False
belief_1360,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_1417,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_1417,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1417,appraisal,preserve,True,likes,likes,False,False,False,False
belief_1418,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_1418,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1418,appraisal,preserve,True,likes,likes,False,False,False,False
belief_1419,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1419,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1419,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_1420,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1420,seen,preserve,True,no,no,False,False,False,False
belief_1420,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_1421,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1421,seen,preserve,True,yes,yes,False,False,False,False
belief_1421,recommendation_response,revise,True,unknown,accepted,True,True,True,False
belief_1422,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1422,seen,preserve,True,yes,yes,False,False,False,False
belief_1422,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1460,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1460,seen,revise,True,yes,unknown,True,True,True,True
belief_1460,recommendation_response,revise,True,unknown,accepted,True,True,True,False
belief_1461,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1461,seen,preserve,True,no,no,False,False,False,False
belief_1461,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_1462,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_1462,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1462,appraisal,preserve,True,likes,likes,False,False,False,False
belief_1463,proposer,preserve,True,seeker,seeker,False,False,False,False
belief_1463,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1463,appraisal,preserve,True,likes,likes,False,False,False,False
belief_1469,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1469,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1469,recommendation_response,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1470,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1470,seen,preserve,True,yes,yes,False,False,False,False
belief_1470,recommendation_response,preserve,True,declined,declined,False,False,False,False
belief_1526,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1526,seen,retain_unknown,True,unknown,unknown,False,False,False,False
belief_1526,recommendation_response,preserve,True,accepted,accepted,False,False,False,False
belief_1527,proposer,preserve,True,recommender,recommender,False,False,False,False
belief_1527,seen,revise,True,yes,no,True,True,False,False
belief_1527,recommendation_response,revise,True,unknown,accepted,True,True,True,False
belief_1528,proposer,preserve,True,seeker,seeker,False,False,False,False
