dataset,record_id,stage,family,answer,reference,correct,known_conflict_fields,known_conflicts,unknown_fields,unsupported_fields
rectom,belief_1093,reviewed,belief,B,B,True,,0,,0
rectom,belief_1094,initial,belief,A,A,True,,0,seen,1
rectom,belief_1094,reviewed,belief,A,A,True,,0,seen,1
rectom,belief_1095,initial,belief,B,B,True,,0,,0
rectom,belief_1095,reviewed,belief,B,B,True,,0,,0
rectom,belief_1102,initial,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1102,reviewed,belief,D,D,True,,0,seen|recommendation_response,2
rectom,belief_1103,initial,belief,B,B,True,,0,,0
rectom,belief_1103,reviewed,belief,B,B,True,,0,,0
rectom,belief_1104,initial,belief,G,G,True,,0,seen|appraisal,2
rectom,belief_1104,reviewed,belief,G,G,True,,0,seen|appraisal,2
rectom,belief_1105,initial,belief,G,G,True,,0,,0
rectom,belief_1105,reviewed,belief,G,G,True,,0,,0
rectom,belief_1106,initial,belief,C,C,True,,0,,0
rectom,belief_1106,reviewed,belief,C,C,True,,0,,0
rectom,belief_1107,initial,belief,D,D,True,,0,seen|recommendation_response,2
rectom,belief_1107,reviewed,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1108,initial,belief,G,G,True,,0,,0
rectom,belief_1108,reviewed,belief,G,G,True,,0,,0
rectom,belief_1109,initial,belief,B,B,True,,0,,0
rectom,belief_1109,reviewed,belief,B,B,True,,0,,0
rectom,belief_1110,initial,belief,C,C,True,,0,recommendation_response,1
rectom,belief_1110,reviewed,belief,C,C,True,,0,,0
rectom,belief_1111,initial,belief,B,B,True,,0,seen|recommendation_response,2
rectom,belief_1111,reviewed,belief,B,B,True,,0,recommendation_response,1
rectom,belief_1112,initial,belief,A,A,True,,0,,0
rectom,belief_1112,reviewed,belief,A,A,True,,0,,0
rectom,belief_1113,initial,belief,B,B,True,,0,recommendation_response,1
rectom,belief_1113,reviewed,belief,B,B,True,,0,recommendation_response,1
rectom,belief_1135,initial,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1135,reviewed,belief,D,D,True,,0,seen|recommendation_response,2
rectom,belief_1136,initial,belief,G,G,True,,0,,0
rectom,belief_1136,reviewed,belief,G,G,True,,0,seen,1
rectom,belief_1137,initial,belief,D,D,True,,0,seen|recommendation_response,2
rectom,belief_1137,reviewed,belief,D,D,True,,0,seen|recommendation_response,2
rectom,belief_1138,initial,belief,B,B,True,,0,seen,1
rectom,belief_1138,reviewed,belief,B,B,True,,0,seen,1
rectom,belief_1139,initial,belief,C,C,True,,0,,0
rectom,belief_1139,reviewed,belief,C,C,True,,0,,0
rectom,belief_1212,initial,belief,B,B,True,,0,,0
rectom,belief_1212,reviewed,belief,B,B,True,,0,,0
rectom,belief_1213,initial,belief,C,C,True,,0,,0
rectom,belief_1213,reviewed,belief,C,C,True,,0,,0
rectom,belief_1214,initial,belief,B,B,True,,0,,0
rectom,belief_1214,reviewed,belief,B,B,True,,0,,0
rectom,belief_1215,initial,belief,B,B,True,,0,seen,1
rectom,belief_1215,reviewed,belief,B,B,True,,0,seen,1
rectom,belief_1216,initial,belief,G,G,True,,0,,0
rectom,belief_1216,reviewed,belief,G,G,True,,0,,0
rectom,belief_1217,initial,belief,G,G,True,,0,,0
rectom,belief_1217,reviewed,belief,G,G,True,,0,,0
rectom,belief_1218,initial,belief,B,B,True,,0,,0
rectom,belief_1218,reviewed,belief,B,B,True,,0,,0
rectom,belief_1219,initial,belief,A,A,True,,0,,0
rectom,belief_1219,reviewed,belief,A,A,True,,0,,0
rectom,belief_1220,initial,belief,B,B,True,,0,,0
rectom,belief_1220,reviewed,belief,B,B,True,,0,,0
rectom,belief_1269,initial,belief,D,D,True,,0,seen,1
rectom,belief_1269,reviewed,belief,D,D,True,,0,seen,1
rectom,belief_1270,initial,belief,C,C,True,,0,,0
rectom,belief_1270,reviewed,belief,C,C,True,,0,,0
rectom,belief_1271,initial,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1271,reviewed,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1272,initial,belief,B,D,False,,0,seen,1
rectom,belief_1272,reviewed,belief,B,D,False,,0,seen,1
rectom,belief_1273,initial,belief,D,D,True,,0,seen|recommendation_response,2
rectom,belief_1273,reviewed,belief,D,D,True,,0,seen|recommendation_response,2
rectom,belief_1278,initial,belief,C,C,True,,0,,0
rectom,belief_1278,reviewed,belief,C,C,True,,0,,0
rectom,belief_1279,initial,belief,D,D,True,,0,seen|recommendation_response,2
rectom,belief_1279,reviewed,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1280,initial,belief,B,B,True,,0,,0
rectom,belief_1280,reviewed,belief,B,B,True,,0,,0
rectom,belief_1281,initial,belief,G,G,True,,0,seen,1
rectom,belief_1281,reviewed,belief,G,G,True,,0,seen,1
rectom,belief_1282,initial,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1282,reviewed,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1283,initial,belief,A,A,True,,0,seen,1
rectom,belief_1283,reviewed,belief,A,A,True,,0,seen,1
rectom,belief_1284,initial,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1284,reviewed,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1285,initial,belief,G,G,True,,0,,0
rectom,belief_1285,reviewed,belief,G,G,True,,0,,0
rectom,belief_1286,initial,belief,B,B,True,,0,seen,1
rectom,belief_1286,reviewed,belief,B,B,True,,0,seen,1
rectom,belief_1287,initial,belief,B,B,True,,0,,0
rectom,belief_1287,reviewed,belief,B,B,True,,0,,0
rectom,belief_1316,initial,belief,C,C,True,,0,seen,1
rectom,belief_1316,reviewed,belief,C,C,True,,0,seen,1
rectom,belief_1317,initial,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1317,reviewed,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1318,initial,belief,D,D,True,,0,seen|recommendation_response,2
rectom,belief_1318,reviewed,belief,D,D,True,,0,seen|recommendation_response,2
rectom,belief_1319,initial,belief,G,G,True,,0,seen,1
rectom,belief_1319,reviewed,belief,G,G,True,,0,seen|appraisal,2
rectom,belief_1320,initial,belief,B,B,True,,0,,0
rectom,belief_1320,reviewed,belief,B,B,True,,0,,0
rectom,belief_1321,initial,belief,B,D,False,,0,seen,1
rectom,belief_1321,reviewed,belief,B,D,False,,0,seen,1
rectom,belief_1345,initial,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1345,reviewed,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1346,initial,belief,B,B,True,,0,seen,1
rectom,belief_1346,reviewed,belief,B,B,True,,0,seen,1
rectom,belief_1347,initial,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1347,reviewed,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1348,initial,belief,A,A,True,,0,,0
rectom,belief_1348,reviewed,belief,A,A,True,,0,,0
rectom,belief_1357,initial,belief,C,A,False,,0,seen,1
rectom,belief_1357,reviewed,belief,C,A,False,,0,seen,1
rectom,belief_1358,initial,belief,C,A,False,,0,seen,1
rectom,belief_1358,reviewed,belief,C,A,False,,0,seen,1
rectom,belief_1359,initial,belief,G,G,True,,0,seen,1
rectom,belief_1359,reviewed,belief,G,G,True,,0,seen,1
rectom,belief_1360,initial,belief,B,B,True,,0,,0
rectom,belief_1360,reviewed,belief,B,B,True,,0,,0
rectom,belief_1417,initial,belief,G,G,True,,0,seen,1
rectom,belief_1417,reviewed,belief,G,G,True,,0,seen,1
rectom,belief_1418,initial,belief,G,G,True,,0,seen,1
rectom,belief_1418,reviewed,belief,G,G,True,,0,seen,1
rectom,belief_1419,initial,belief,A,A,True,,0,seen,1
rectom,belief_1419,reviewed,belief,A,A,True,,0,seen,1
rectom,belief_1420,initial,belief,B,B,True,,0,,0
rectom,belief_1420,reviewed,belief,B,B,True,,0,,0
rectom,belief_1421,initial,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1421,reviewed,belief,D,D,True,,0,,0
rectom,belief_1422,initial,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1422,reviewed,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1460,initial,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1460,reviewed,belief,D,D,True,,0,seen,1
rectom,belief_1461,initial,belief,A,A,True,,0,,0
rectom,belief_1461,reviewed,belief,A,A,True,,0,,0
rectom,belief_1462,initial,belief,G,G,True,,0,seen,1
rectom,belief_1462,reviewed,belief,G,G,True,,0,seen,1
rectom,belief_1463,initial,belief,G,G,True,,0,seen,1
rectom,belief_1463,reviewed,belief,G,G,True,,0,seen,1
rectom,belief_1469,initial,belief,D,D,True,,0,seen|recommendation_response,2
rectom,belief_1469,reviewed,belief,D,D,True,,0,seen|recommendation_response,2
rectom,belief_1470,initial,belief,C,C,True,,0,,0
rectom,belief_1470,reviewed,belief,C,C,True,,0,,0
rectom,belief_1526,initial,belief,B,B,True,,0,seen,1
rectom,belief_1526,reviewed,belief,B,B,True,,0,seen,1
rectom,belief_1527,initial,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1527,reviewed,belief,D,D,True,seen,1,,0
rectom,belief_1528,initial,belief,G,G,True,,0,seen,1
rectom,belief_1528,reviewed,belief,G,G,True,,0,seen,1
rectom,belief_1529,initial,belief,G,G,True,,0,seen,1
rectom,belief_1529,reviewed,belief,G,G,True,,0,seen,1
rectom,belief_1530,initial,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1530,reviewed,belief,D,D,True,,0,,0
rectom,belief_1531,initial,belief,A,A,True,,0,,0
rectom,belief_1531,reviewed,belief,A,A,True,,0,,0
rectom,belief_1571,initial,belief,A,A,True,,0,seen,1
rectom,belief_1571,reviewed,belief,A,A,True,,0,seen,1
rectom,belief_1572,initial,belief,A,A,True,,0,seen,1
rectom,belief_1572,reviewed,belief,A,A,True,,0,seen,1
rectom,belief_1573,initial,belief,G,G,True,,0,seen,1
rectom,belief_1573,reviewed,belief,G,G,True,,0,seen|appraisal,2
rectom,belief_1574,initial,belief,G,G,True,,0,seen,1
rectom,belief_1574,reviewed,belief,G,G,True,,0,seen,1
rectom,belief_1575,initial,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1575,reviewed,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1592,initial,belief,G,G,True,,0,seen|appraisal,2
rectom,belief_1592,reviewed,belief,G,G,True,,0,seen|appraisal,2
rectom,belief_1593,initial,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1593,reviewed,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1594,initial,belief,C,C,True,,0,recommendation_response,1
rectom,belief_1594,reviewed,belief,C,C,True,,0,recommendation_response,1
rectom,belief_1595,initial,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1595,reviewed,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1609,initial,belief,C,C,True,,0,,0
rectom,belief_1609,reviewed,belief,C,C,True,,0,,0
rectom,belief_1610,initial,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1610,reviewed,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1611,initial,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1611,reviewed,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1612,initial,belief,D,D,True,,0,seen|recommendation_response,2
rectom,belief_1612,reviewed,belief,D,D,True,,0,seen|recommendation_response,2
rectom,belief_1613,initial,belief,D,D,True,,0,seen|recommendation_response,2
rectom,belief_1613,reviewed,belief,D,D,True,,0,seen|recommendation_response,2
rectom,belief_1614,initial,belief,G,G,True,,0,seen|appraisal,2
rectom,belief_1614,reviewed,belief,G,G,True,,0,seen|appraisal,2
rectom,belief_1615,initial,belief,A,A,True,,0,seen|recommendation_response,2
rectom,belief_1615,reviewed,belief,A,A,True,,0,seen|recommendation_response,2
rectom,belief_1616,initial,belief,E,G,False,,0,seen,1
rectom,belief_1616,reviewed,belief,E,G,False,,0,seen,1
rectom,belief_1617,initial,belief,D,D,True,,0,seen|recommendation_response,2
rectom,belief_1617,reviewed,belief,D,D,True,,0,seen|recommendation_response,2
rectom,belief_1618,initial,belief,G,G,True,,0,seen|appraisal,2
rectom,belief_1618,reviewed,belief,G,G,True,,0,seen|appraisal,2
rectom,belief_1619,initial,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1619,reviewed,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1620,initial,belief,C,C,True,,0,,0
rectom,belief_1620,reviewed,belief,C,C,True,,0,,0
rectom,belief_1621,initial,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1621,reviewed,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1622,initial,belief,C,C,True,,0,,0
rectom,belief_1622,reviewed,belief,C,C,True,,0,,0
rectom,belief_1631,initial,belief,B,B,True,,0,seen,1
rectom,belief_1631,reviewed,belief,B,B,True,,0,seen,1
rectom,belief_1632,initial,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1632,reviewed,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1633,initial,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1633,reviewed,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1634,initial,belief,A,A,True,,0,seen,1
rectom,belief_1634,reviewed,belief,A,A,True,,0,seen,1
rectom,belief_1640,initial,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1640,reviewed,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1641,initial,belief,B,B,True,,0,seen,1
rectom,belief_1641,reviewed,belief,B,B,True,,0,seen,1
rectom,belief_1642,initial,belief,A,A,True,,0,,0
rectom,belief_1642,reviewed,belief,A,A,True,,0,,0
rectom,belief_1643,initial,belief,A,A,True,,0,,0
rectom,belief_1643,reviewed,belief,A,A,True,,0,,0
rectom,belief_1672,initial,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1672,reviewed,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1673,initial,belief,A,A,True,,0,,0
rectom,belief_1673,reviewed,belief,A,A,True,,0,,0
rectom,belief_1674,initial,belief,G,G,True,,0,seen,1
rectom,belief_1674,reviewed,belief,G,G,True,,0,seen,1
rectom,belief_1675,initial,belief,B,B,True,,0,seen,1
rectom,belief_1675,reviewed,belief,B,B,True,,0,seen,1
rectom,belief_1676,initial,belief,B,B,True,,0,recommendation_response,1
rectom,belief_1676,reviewed,belief,B,B,True,,0,recommendation_response,1
rectom,belief_1677,initial,belief,D,D,True,,0,recommendation_response,1
rectom,belief_1677,reviewed,belief,D,D,True,,0,seen|recommendation_response,2
rectom,belief_1678,initial,belief,B,B,True,,0,seen,1
rectom,belief_1678,reviewed,belief,B,B,True,,0,seen,1
rectom,belief_1679,initial,belief,B,B,True,,0,,0
rectom,belief_1679,reviewed,belief,B,B,True,,0,,0
rectom,belief_1680,initial,belief,C,C,True,,0,,0
rectom,belief_1680,reviewed,belief,C,C,True,,0,,0
rectom,belief_1681,initial,belief,G,G,True,,0,,0
rectom,belief_1681,reviewed,belief,G,G,True,,0,seen,1
rectom,belief_1685,initial,belief,C,C,True,,0,,0
rectom,belief_1685,reviewed,belief,C,C,True,,0,,0
rectom,belief_1686,initial,belief,C,C,True,,0,,0
rectom,belief_1686,reviewed,belief,C,C,True,,0,,0
rectom,belief_1687,initial,belief,D,D,True,,0,seen,1
rectom,belief_1687,reviewed,belief,D,D,True,,0,seen,1
rectom,belief_1688,initial,belief,D,D,True,,0,seen|recommendation_response,2
rectom,belief_1688,reviewed,belief,D,D,True,,0,seen|recommendation_response,2
rectom,belief_1689,initial,belief,G,G,True,,0,seen,1
rectom,belief_1689,reviewed,belief,G,G,True,,0,seen,1
rectom,belief_1746,initial,belief,C,C,True,,0,,0
rectom,belief_1746,reviewed,belief,C,C,True,,0,,0
rectom,belief_1747,initial,belief,C,C,True,,0,,0
rectom,belief_1747,reviewed,belief,C,C,True,,0,,0
rectom,belief_1748,initial,belief,B,B,True,,0,,0
rectom,belief_1748,reviewed,belief,B,B,True,,0,,0
rectom,belief_1749,initial,belief,G,G,True,,0,,0
rectom,belief_1749,reviewed,belief,G,G,True,,0,seen,1
rectom,belief_1750,initial,belief,G,G,True,,0,,0
rectom,belief_1750,reviewed,belief,G,G,True,,0,,0
rectom,desire_0,initial,desire,A,A,True,,0,,0
rectom,desire_0,reviewed,desire,A,A,True,,0,,0
rectom,desire_1,initial,desire,A,B,False,,0,,0
rectom,desire_1,reviewed,desire,A,B,False,,0,,0
rectom,desire_2,initial,desire,B,B,True,,0,,0
rectom,desire_2,reviewed,desire,B,B,True,,0,,0
rectom,desire_3,initial,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_3,reviewed,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_4,initial,desire,A,A,True,,0,,0
rectom,desire_4,reviewed,desire,A,A,True,,0,,0
rectom,desire_93,initial,desire,A,B,False,,0,intends_to_watch,1
rectom,desire_93,reviewed,desire,A,B,False,,0,intends_to_watch,1
rectom,desire_94,initial,desire,B,A,False,,0,,0
rectom,desire_94,reviewed,desire,B,A,False,,0,,0
rectom,desire_95,initial,desire,A,A,True,,0,,0
rectom,desire_95,reviewed,desire,A,A,True,,0,,0
rectom,desire_96,initial,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_96,reviewed,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_97,initial,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_97,reviewed,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_98,initial,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_98,reviewed,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_99,initial,desire,B,A,False,,0,intends_to_watch,1
rectom,desire_99,reviewed,desire,B,A,False,,0,intends_to_watch,1
rectom,desire_106,initial,desire,B,B,True,,0,,0
rectom,desire_106,reviewed,desire,B,B,True,,0,,0
rectom,desire_107,initial,desire,A,A,True,,0,,0
rectom,desire_107,reviewed,desire,A,A,True,,0,,0
rectom,desire_108,initial,desire,A,A,True,,0,,0
rectom,desire_108,reviewed,desire,A,A,True,,0,,0
rectom,desire_109,initial,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_109,reviewed,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_110,initial,desire,B,B,True,,0,,0
rectom,desire_110,reviewed,desire,B,B,True,,0,,0
rectom,desire_111,initial,desire,A,A,True,,0,,0
rectom,desire_111,reviewed,desire,A,A,True,,0,,0
rectom,desire_112,initial,desire,A,A,True,,0,,0
rectom,desire_112,reviewed,desire,A,A,True,,0,,0
rectom,desire_163,initial,desire,A,A,True,,0,,0
rectom,desire_163,reviewed,desire,A,A,True,,0,,0
rectom,desire_164,initial,desire,A,A,True,,0,,0
rectom,desire_164,reviewed,desire,A,A,True,,0,,0
rectom,desire_165,initial,desire,A,A,True,,0,,0
rectom,desire_165,reviewed,desire,A,A,True,,0,,0
rectom,desire_166,initial,desire,A,A,True,,0,,0
rectom,desire_166,reviewed,desire,A,A,True,,0,,0
rectom,desire_167,initial,desire,B,B,True,,0,,0
rectom,desire_167,reviewed,desire,B,B,True,,0,,0
rectom,desire_181,initial,desire,A,A,True,,0,,0
rectom,desire_181,reviewed,desire,A,A,True,,0,,0
rectom,desire_182,initial,desire,A,A,True,,0,,0
rectom,desire_182,reviewed,desire,A,A,True,,0,,0
rectom,desire_183,initial,desire,A,A,True,,0,,0
rectom,desire_183,reviewed,desire,A,A,True,,0,,0
rectom,desire_184,initial,desire,B,B,True,,0,,0
rectom,desire_184,reviewed,desire,B,B,True,,0,,0
rectom,desire_185,initial,desire,A,A,True,,0,,0
rectom,desire_185,reviewed,desire,A,A,True,,0,,0
rectom,desire_186,initial,desire,A,A,True,,0,,0
rectom,desire_186,reviewed,desire,A,A,True,,0,,0
rectom,desire_187,initial,desire,A,A,True,,0,,0
rectom,desire_187,reviewed,desire,A,A,True,,0,,0
rectom,desire_188,initial,desire,A,A,True,,0,,0
rectom,desire_188,reviewed,desire,A,A,True,,0,,0
rectom,desire_189,initial,desire,B,B,True,,0,,0
rectom,desire_189,reviewed,desire,B,B,True,,0,,0
rectom,desire_195,initial,desire,A,A,True,,0,,0
rectom,desire_195,reviewed,desire,A,A,True,,0,,0
rectom,desire_196,initial,desire,A,A,True,,0,,0
rectom,desire_196,reviewed,desire,A,A,True,,0,,0
rectom,desire_197,initial,desire,B,B,True,,0,,0
rectom,desire_197,reviewed,desire,B,B,True,,0,,0
rectom,desire_198,initial,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_198,reviewed,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_227,initial,desire,B,B,True,,0,,0
rectom,desire_227,reviewed,desire,B,B,True,,0,,0
rectom,desire_228,initial,desire,A,A,True,,0,,0
rectom,desire_228,reviewed,desire,A,A,True,,0,,0
rectom,desire_229,initial,desire,B,B,True,,0,intends_to_watch,1
rectom,desire_229,reviewed,desire,B,B,True,,0,intends_to_watch,1
rectom,desire_230,initial,desire,A,A,True,,0,,0
rectom,desire_230,reviewed,desire,A,A,True,,0,,0
rectom,desire_231,initial,desire,A,A,True,,0,,0
rectom,desire_231,reviewed,desire,A,A,True,,0,,0
rectom,desire_253,initial,desire,A,A,True,,0,,0
rectom,desire_253,reviewed,desire,A,A,True,,0,,0
rectom,desire_254,initial,desire,A,A,True,,0,,0
rectom,desire_254,reviewed,desire,A,A,True,,0,,0
rectom,desire_255,initial,desire,A,A,True,,0,,0
rectom,desire_255,reviewed,desire,A,A,True,,0,,0
rectom,desire_256,initial,desire,B,B,True,,0,,0
rectom,desire_256,reviewed,desire,B,B,True,,0,,0
rectom,desire_257,initial,desire,A,A,True,,0,,0
rectom,desire_257,reviewed,desire,A,A,True,,0,,0
rectom,desire_258,initial,desire,B,B,True,,0,intends_to_watch,1
rectom,desire_258,reviewed,desire,B,B,True,,0,intends_to_watch,1
rectom,desire_259,initial,desire,A,A,True,,0,,0
rectom,desire_259,reviewed,desire,A,A,True,,0,,0
rectom,desire_260,initial,desire,A,A,True,,0,,0
rectom,desire_260,reviewed,desire,A,A,True,,0,,0
rectom,desire_261,initial,desire,B,B,True,,0,,0
rectom,desire_261,reviewed,desire,B,B,True,,0,,0
rectom,desire_271,initial,desire,A,A,True,,0,,0
rectom,desire_271,reviewed,desire,A,A,True,,0,,0
rectom,desire_272,initial,desire,A,A,True,,0,,0
rectom,desire_272,reviewed,desire,A,A,True,,0,,0
rectom,desire_273,initial,desire,B,B,True,,0,,0
rectom,desire_273,reviewed,desire,B,B,True,,0,,0
rectom,desire_274,initial,desire,A,A,True,,0,,0
rectom,desire_274,reviewed,desire,A,A,True,,0,,0
rectom,desire_275,initial,desire,A,A,True,,0,,0
rectom,desire_275,reviewed,desire,A,A,True,,0,,0
rectom,desire_276,initial,desire,A,A,True,,0,,0
rectom,desire_276,reviewed,desire,A,A,True,,0,,0
rectom,desire_277,initial,desire,B,B,True,,0,,0
rectom,desire_277,reviewed,desire,B,B,True,,0,,0
rectom,desire_278,initial,desire,A,A,True,,0,,0
rectom,desire_278,reviewed,desire,A,A,True,,0,,0
rectom,desire_287,initial,desire,A,A,True,,0,,0
rectom,desire_287,reviewed,desire,A,A,True,,0,,0
rectom,desire_288,initial,desire,A,A,True,,0,,0
rectom,desire_288,reviewed,desire,A,A,True,,0,,0
rectom,desire_289,initial,desire,A,A,True,,0,,0
rectom,desire_289,reviewed,desire,A,A,True,,0,,0
rectom,desire_290,initial,desire,A,A,True,,0,,0
rectom,desire_290,reviewed,desire,A,A,True,,0,,0
rectom,desire_291,initial,desire,B,B,True,,0,,0
rectom,desire_291,reviewed,desire,B,B,True,,0,,0
rectom,desire_292,initial,desire,A,A,True,,0,,0
rectom,desire_292,reviewed,desire,A,A,True,,0,,0
rectom,desire_293,initial,desire,B,A,False,,0,intends_to_watch,1
rectom,desire_293,reviewed,desire,B,A,False,,0,intends_to_watch,1
rectom,desire_294,initial,desire,B,A,False,,0,,0
rectom,desire_294,reviewed,desire,B,A,False,,0,,0
rectom,desire_295,initial,desire,A,A,True,,0,,0
rectom,desire_295,reviewed,desire,A,A,True,,0,,0
rectom,desire_296,initial,desire,A,A,True,,0,,0
rectom,desire_296,reviewed,desire,A,A,True,,0,,0
rectom,desire_297,initial,desire,B,B,True,,0,intends_to_watch,1
rectom,desire_297,reviewed,desire,B,B,True,,0,intends_to_watch,1
rectom,desire_315,initial,desire,A,A,True,,0,,0
rectom,desire_315,reviewed,desire,A,A,True,,0,,0
rectom,desire_316,initial,desire,A,A,True,,0,,0
rectom,desire_316,reviewed,desire,A,A,True,,0,,0
rectom,desire_317,initial,desire,B,B,True,,0,,0
rectom,desire_317,reviewed,desire,B,B,True,,0,,0
rectom,desire_318,initial,desire,B,B,True,,0,intends_to_watch,1
rectom,desire_318,reviewed,desire,B,B,True,,0,intends_to_watch,1
rectom,desire_319,initial,desire,B,B,True,,0,,0
rectom,desire_319,reviewed,desire,B,B,True,,0,,0
rectom,desire_327,initial,desire,B,B,True,,0,,0
rectom,desire_327,reviewed,desire,B,B,True,,0,,0
rectom,desire_328,initial,desire,B,A,False,,0,intends_to_watch,1
rectom,desire_328,reviewed,desire,B,A,False,,0,intends_to_watch,1
rectom,desire_329,initial,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_329,reviewed,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_354,initial,desire,A,A,True,,0,,0
rectom,desire_354,reviewed,desire,A,A,True,,0,,0
rectom,desire_355,initial,desire,B,B,True,,0,,0
rectom,desire_355,reviewed,desire,B,B,True,,0,,0
rectom,desire_356,initial,desire,A,A,True,,0,,0
rectom,desire_356,reviewed,desire,A,A,True,,0,,0
rectom,desire_357,initial,desire,A,A,True,,0,,0
rectom,desire_357,reviewed,desire,A,A,True,,0,,0
rectom,desire_373,initial,desire,B,B,True,,0,intends_to_watch,1
rectom,desire_373,reviewed,desire,B,B,True,,0,intends_to_watch,1
rectom,desire_374,initial,desire,A,A,True,,0,,0
rectom,desire_374,reviewed,desire,A,A,True,,0,,0
rectom,desire_375,initial,desire,A,A,True,,0,,0
rectom,desire_375,reviewed,desire,A,A,True,,0,,0
rectom,desire_376,initial,desire,A,A,True,,0,,0
rectom,desire_376,reviewed,desire,A,A,True,,0,,0
rectom,desire_393,initial,desire,A,A,True,,0,,0
rectom,desire_393,reviewed,desire,A,A,True,,0,,0
rectom,desire_394,initial,desire,A,A,True,,0,,0
rectom,desire_394,reviewed,desire,A,A,True,,0,,0
rectom,desire_395,initial,desire,A,A,True,,0,,0
rectom,desire_395,reviewed,desire,A,A,True,,0,,0
rectom,desire_454,initial,desire,A,A,True,,0,,0
rectom,desire_454,reviewed,desire,A,A,True,,0,,0
rectom,desire_455,initial,desire,A,A,True,,0,,0
rectom,desire_455,reviewed,desire,A,A,True,,0,,0
rectom,desire_456,initial,desire,A,A,True,,0,,0
rectom,desire_456,reviewed,desire,A,A,True,,0,,0
rectom,desire_457,initial,desire,B,B,True,,0,,0
rectom,desire_457,reviewed,desire,B,B,True,,0,,0
rectom,desire_458,initial,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_458,reviewed,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_502,initial,desire,A,A,True,,0,,0
rectom,desire_502,reviewed,desire,A,A,True,,0,,0
rectom,desire_503,initial,desire,B,B,True,,0,intends_to_watch,1
rectom,desire_503,reviewed,desire,B,B,True,,0,intends_to_watch,1
rectom,desire_504,initial,desire,A,A,True,,0,,0
rectom,desire_504,reviewed,desire,A,A,True,,0,,0
rectom,desire_505,initial,desire,A,A,True,,0,,0
rectom,desire_505,reviewed,desire,A,A,True,,0,,0
rectom,desire_506,initial,desire,B,B,True,,0,,0
rectom,desire_506,reviewed,desire,B,B,True,,0,,0
rectom,desire_507,initial,desire,A,A,True,,0,,0
rectom,desire_507,reviewed,desire,A,A,True,,0,,0
