record_id,cluster,family,transition,raw_answer_changed,parsed_answer_changed,initial_valid,review_valid,decision,claim_changed,citation_changed,initial_answer_finalizer_disagreement
10197775::multihop_so::2,10197775,multihop_so_fullness,wrong_to_wrong,False,False,True,True,revise,True,True,True
10197775::multihop_so::3,10197775,multihop_so_fullness,wrong_to_wrong,False,False,True,True,preserve,False,False,False
10197775::multihop_so::4,10197775,multihop_so_accessibility,right_to_right,False,False,True,True,revise,True,False,False
10197775::multihop_so::5,10197775,multihop_so_accessibility,wrong_to_wrong,False,False,True,True,revise,True,False,False
10197775::attitude::0,10197775,attitude,wrong_to_wrong,False,False,True,True,revise,False,False,True
44119117::location_cg_fo::0,44119117,location_cg_fo,right_to_right,False,False,True,True,revise,False,False,False
44119117::location_cg_fo::1,44119117,location_cg_fo,right_to_right,False,False,True,True,preserve,False,False,False
44119117::location_cg_so::0,44119117,location_cg_so,wrong_to_wrong,False,False,True,True,revise,False,False,False
44119117::location_cg_so::1,44119117,location_cg_so,right_to_right,False,False,True,True,preserve,False,False,False
44119117::location_fg_fo::0,44119117,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
44119117::location_fg_fo::1,44119117,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
44119117::location_fg_fo::2,44119117,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,True
44119117::location_fg_fo::3,44119117,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,True
44119117::location_fg_so::0,44119117,location_fg_so,wrong_to_wrong,False,False,True,True,revise,False,False,False
44119117::location_fg_so::1,44119117,location_fg_so,right_to_right,False,False,True,True,preserve,False,False,False
44119117::multihop_fo::0,44119117,multihop_fo_fullness,right_to_right,False,False,True,True,revise,False,False,False
44119117::multihop_fo::1,44119117,multihop_fo_fullness,right_to_right,False,False,True,True,revise,False,False,False
44119117::multihop_fo::2,44119117,multihop_fo_fullness,right_to_right,False,False,True,True,revise,True,True,True
44119117::multihop_fo::3,44119117,multihop_fo_fullness,right_to_right,False,False,True,True,revise,False,False,True
44119117::multihop_fo::4,44119117,multihop_fo_accessibility,right_to_right,False,False,True,True,preserve,False,False,False
44119117::multihop_fo::5,44119117,multihop_fo_accessibility,right_to_right,False,False,True,True,revise,True,False,False
44119117::multihop_so::0,44119117,multihop_so_fullness,right_to_right,False,False,True,True,revise,True,False,False
44119117::multihop_so::1,44119117,multihop_so_fullness,right_to_right,False,False,True,True,preserve,False,False,False
44119117::multihop_so::2,44119117,multihop_so_fullness,right_to_right,False,False,True,True,revise,True,True,True
44119117::multihop_so::3,44119117,multihop_so_fullness,right_to_right,False,False,True,True,preserve,False,False,False
44119117::multihop_so::4,44119117,multihop_so_accessibility,right_to_right,False,False,True,True,preserve,False,False,False
44119117::multihop_so::5,44119117,multihop_so_accessibility,right_to_right,False,False,True,True,revise,False,False,False
44119117::attitude::0,44119117,attitude,right_to_right,False,False,True,True,revise,False,False,True
12976242::location_cg_fo::0,12976242,location_cg_fo,right_to_right,False,False,True,True,preserve,False,False,False
12976242::location_cg_fo::1,12976242,location_cg_fo,wrong_to_wrong,False,False,True,True,revise,True,False,True
12976242::location_cg_so::0,12976242,location_cg_so,wrong_to_wrong,False,False,True,True,revise,True,False,True
12976242::location_cg_so::1,12976242,location_cg_so,wrong_to_wrong,False,False,True,True,preserve,False,False,False
12976242::location_fg_fo::0,12976242,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,True
12976242::location_fg_fo::1,12976242,location_fg_fo,wrong_to_wrong,False,False,True,True,revise,False,False,True
12976242::location_fg_fo::2,12976242,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,True
12976242::location_fg_fo::3,12976242,location_fg_fo,wrong_to_wrong,False,False,True,True,preserve,False,False,False
12976242::location_fg_so::0,12976242,location_fg_so,wrong_to_wrong,False,False,True,True,revise,False,False,False
12976242::location_fg_so::1,12976242,location_fg_so,wrong_to_wrong,False,False,True,True,preserve,False,False,True
12976242::multihop_fo::0,12976242,multihop_fo_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,True
12976242::multihop_fo::1,12976242,multihop_fo_fullness,right_to_right,False,False,True,True,revise,True,False,True
12976242::multihop_fo::2,12976242,multihop_fo_fullness,right_to_right,False,False,True,True,revise,True,False,False
12976242::multihop_fo::3,12976242,multihop_fo_fullness,wrong_to_wrong,False,False,True,True,preserve,False,False,False
12976242::multihop_fo::4,12976242,multihop_fo_accessibility,right_to_right,False,False,True,True,preserve,False,False,False
12976242::multihop_fo::5,12976242,multihop_fo_accessibility,wrong_to_wrong,False,False,True,True,revise,True,False,False
12976242::multihop_so::0,12976242,multihop_so_fullness,wrong_to_wrong,True,True,True,True,revise,True,False,False
12976242::multihop_so::1,12976242,multihop_so_fullness,right_to_wrong,True,True,True,True,revise,True,False,False
12976242::multihop_so::2,12976242,multihop_so_fullness,wrong_to_wrong,False,False,True,True,preserve,False,False,False
12976242::multihop_so::3,12976242,multihop_so_fullness,wrong_to_wrong,False,False,True,True,preserve,False,False,False
12976242::multihop_so::4,12976242,multihop_so_accessibility,right_to_right,False,False,True,True,preserve,False,False,False
12976242::multihop_so::5,12976242,multihop_so_accessibility,wrong_to_wrong,False,False,True,True,revise,True,False,False
12976242::attitude::0,12976242,attitude,wrong_to_wrong,False,False,True,True,revise,False,False,True
36735830::location_cg_fo::0,36735830,location_cg_fo,right_to_right,False,False,True,True,revise,False,False,False
36735830::location_cg_fo::1,36735830,location_cg_fo,wrong_to_wrong,False,False,True,True,revise,True,True,True
36735830::location_cg_so::0,36735830,location_cg_so,right_to_right,False,False,True,True,revise,True,False,False
36735830::location_cg_so::1,36735830,location_cg_so,wrong_to_wrong,False,False,True,True,revise,True,True,False
36735830::location_fg_fo::0,36735830,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,True
36735830::location_fg_fo::1,36735830,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
36735830::location_fg_fo::2,36735830,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
36735830::location_fg_fo::3,36735830,location_fg_fo,wrong_to_wrong,False,False,True,True,preserve,False,False,True
36735830::location_fg_so::0,36735830,location_fg_so,right_to_right,False,False,True,True,revise,False,False,False
36735830::location_fg_so::1,36735830,location_fg_so,wrong_to_wrong,False,False,True,True,preserve,False,False,False
36735830::multihop_fo::0,36735830,multihop_fo_fullness,right_to_right,False,False,True,True,preserve,False,False,False
36735830::multihop_fo::1,36735830,multihop_fo_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,False
36735830::multihop_fo::2,36735830,multihop_fo_fullness,right_to_right,False,False,True,True,revise,True,True,True
36735830::multihop_fo::3,36735830,multihop_fo_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,True
36735830::multihop_fo::4,36735830,multihop_fo_accessibility,wrong_to_wrong,False,False,True,True,preserve,False,False,False
36735830::multihop_fo::5,36735830,multihop_fo_accessibility,wrong_to_right,True,True,True,True,revise,True,False,False
36735830::multihop_so::0,36735830,multihop_so_fullness,wrong_to_wrong,False,False,True,True,preserve,False,False,False
36735830::multihop_so::1,36735830,multihop_so_fullness,wrong_to_wrong,False,False,True,True,preserve,False,False,False
36735830::multihop_so::2,36735830,multihop_so_fullness,right_to_right,False,False,True,True,preserve,False,False,False
36735830::multihop_so::3,36735830,multihop_so_fullness,wrong_to_wrong,False,False,True,True,preserve,False,False,False
36735830::multihop_so::4,36735830,multihop_so_accessibility,wrong_to_wrong,False,False,True,True,preserve,False,False,False
36735830::multihop_so::5,36735830,multihop_so_accessibility,wrong_to_wrong,False,False,True,True,revise,True,False,False
36735830::attitude::0,36735830,attitude,right_to_right,False,False,True,True,retain_unknown,False,False,True
78394024::location_cg_fo::0,78394024,location_cg_fo,right_to_right,False,False,True,True,preserve,False,False,False
78394024::location_cg_fo::1,78394024,location_cg_fo,wrong_to_wrong,False,False,True,True,revise,True,True,True
78394024::location_cg_so::0,78394024,location_cg_so,right_to_right,False,False,True,True,revise,True,False,True
78394024::location_cg_so::1,78394024,location_cg_so,wrong_to_wrong,False,False,True,True,revise,True,True,False
78394024::location_fg_fo::0,78394024,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
78394024::location_fg_fo::1,78394024,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
78394024::location_fg_fo::2,78394024,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
78394024::location_fg_fo::3,78394024,location_fg_fo,wrong_to_wrong,False,False,True,True,revise,True,True,True
78394024::location_fg_so::0,78394024,location_fg_so,wrong_to_wrong,False,False,True,True,revise,False,False,False
78394024::location_fg_so::1,78394024,location_fg_so,wrong_to_wrong,False,False,True,True,preserve,False,False,True
78394024::multihop_fo::0,78394024,multihop_fo_fullness,right_to_right,False,False,True,True,preserve,False,False,False
78394024::multihop_fo::1,78394024,multihop_fo_fullness,wrong_to_wrong,False,False,True,True,revise,False,True,True
78394024::multihop_fo::2,78394024,multihop_fo_fullness,right_to_right,False,False,True,True,preserve,False,False,False
78394024::multihop_fo::3,78394024,multihop_fo_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,True
78394024::multihop_fo::4,78394024,multihop_fo_accessibility,right_to_right,False,False,True,True,revise,True,False,False
78394024::multihop_fo::5,78394024,multihop_fo_accessibility,wrong_to_right,True,True,True,True,revise,True,False,False
78394024::multihop_so::0,78394024,multihop_so_fullness,right_to_right,False,False,True,True,revise,False,False,True
78394024::multihop_so::1,78394024,multihop_so_fullness,wrong_to_wrong,False,False,True,True,preserve,False,False,False
78394024::multihop_so::2,78394024,multihop_so_fullness,right_to_right,False,False,True,True,preserve,False,False,False
78394024::multihop_so::3,78394024,multihop_so_fullness,wrong_to_wrong,False,False,True,True,preserve,False,False,False
78394024::multihop_so::4,78394024,multihop_so_accessibility,right_to_right,False,False,True,True,revise,True,True,False
78394024::multihop_so::5,78394024,multihop_so_accessibility,wrong_to_wrong,False,False,True,True,revise,True,False,False
78394024::attitude::0,78394024,attitude,wrong_to_wrong,False,False,True,True,revise,True,True,True
13369720::location_cg_fo::0,13369720,location_cg_fo,right_to_right,False,False,True,True,revise,False,False,False
13369720::location_cg_fo::1,13369720,location_cg_fo,right_to_right,False,False,True,True,revise,False,False,False
13369720::location_cg_so::0,13369720,location_cg_so,wrong_to_wrong,False,False,True,True,revise,True,False,True
13369720::location_cg_so::1,13369720,location_cg_so,right_to_right,False,False,True,True,revise,False,False,False
13369720::location_fg_fo::0,13369720,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
13369720::location_fg_fo::1,13369720,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
13369720::location_fg_fo::2,13369720,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,True
13369720::location_fg_fo::3,13369720,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
13369720::location_fg_so::0,13369720,location_fg_so,wrong_to_wrong,False,False,True,True,preserve,False,False,True
13369720::location_fg_so::1,13369720,location_fg_so,right_to_right,False,False,True,True,preserve,False,False,False
13369720::multihop_fo::0,13369720,multihop_fo_fullness,right_to_right,False,False,True,True,revise,True,True,False
13369720::multihop_fo::1,13369720,multihop_fo_fullness,right_to_right,False,False,True,True,revise,False,False,True
13369720::multihop_fo::2,13369720,multihop_fo_fullness,right_to_right,False,False,True,True,preserve,False,False,False
13369720::multihop_fo::3,13369720,multihop_fo_fullness,right_to_right,False,False,True,True,revise,False,False,True
13369720::multihop_fo::4,13369720,multihop_fo_accessibility,wrong_to_wrong,False,False,True,True,revise,True,False,False
13369720::multihop_fo::5,13369720,multihop_fo_accessibility,wrong_to_wrong,False,False,True,True,revise,True,False,False
13369720::multihop_so::0,13369720,multihop_so_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,True
13369720::multihop_so::1,13369720,multihop_so_fullness,right_to_right,False,False,True,True,revise,False,False,False
13369720::multihop_so::2,13369720,multihop_so_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,True
13369720::multihop_so::3,13369720,multihop_so_fullness,right_to_right,False,False,True,True,revise,True,False,False
13369720::multihop_so::4,13369720,multihop_so_accessibility,wrong_to_wrong,False,False,True,True,revise,True,False,False
13369720::multihop_so::5,13369720,multihop_so_accessibility,wrong_to_wrong,False,False,True,True,revise,True,False,False
13369720::attitude::0,13369720,attitude,right_to_right,False,False,True,True,revise,True,False,True
48498937::location_cg_fo::0,48498937,location_cg_fo,right_to_right,False,False,True,True,revise,False,False,False
48498937::location_cg_fo::1,48498937,location_cg_fo,wrong_to_wrong,False,False,True,True,preserve,False,False,False
48498937::location_cg_so::0,48498937,location_cg_so,wrong_to_wrong,False,False,True,True,revise,True,True,False
48498937::location_cg_so::1,48498937,location_cg_so,wrong_to_wrong,False,False,True,True,revise,True,False,False
48498937::location_fg_fo::0,48498937,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
48498937::location_fg_fo::1,48498937,location_fg_fo,wrong_to_wrong,False,False,True,True,preserve,False,False,False
48498937::location_fg_fo::2,48498937,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
48498937::location_fg_fo::3,48498937,location_fg_fo,wrong_to_wrong,False,False,True,True,revise,True,False,False
48498937::location_fg_so::0,48498937,location_fg_so,wrong_to_wrong,True,True,True,True,revise,True,False,True
48498937::location_fg_so::1,48498937,location_fg_so,wrong_to_wrong,False,False,True,True,preserve,False,False,False
48498937::multihop_fo::0,48498937,multihop_fo_fullness,right_to_right,False,False,True,True,revise,False,False,False
48498937::multihop_fo::1,48498937,multihop_fo_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,False
48498937::multihop_fo::2,48498937,multihop_fo_fullness,right_to_right,False,False,True,True,revise,True,True,False
48498937::multihop_fo::3,48498937,multihop_fo_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,True
48498937::multihop_fo::4,48498937,multihop_fo_accessibility,wrong_to_wrong,False,False,True,True,preserve,False,False,False
48498937::multihop_fo::5,48498937,multihop_fo_accessibility,wrong_to_wrong,False,False,True,True,revise,True,False,False
48498937::multihop_so::0,48498937,multihop_so_fullness,wrong_to_wrong,False,False,True,True,revise,True,True,True
48498937::multihop_so::1,48498937,multihop_so_fullness,wrong_to_wrong,False,False,True,True,preserve,False,False,False
48498937::multihop_so::2,48498937,multihop_so_fullness,wrong_to_wrong,False,False,True,True,preserve,False,False,False
48498937::multihop_so::3,48498937,multihop_so_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,False
48498937::multihop_so::4,48498937,multihop_so_accessibility,wrong_to_wrong,False,False,True,True,revise,True,False,False
48498937::multihop_so::5,48498937,multihop_so_accessibility,wrong_to_wrong,False,False,True,True,revise,True,False,False
48498937::attitude::0,48498937,attitude,wrong_to_wrong,False,False,True,True,preserve,False,False,False
88535842::location_cg_fo::0,88535842,location_cg_fo,right_to_right,False,False,True,True,preserve,False,False,False
88535842::location_cg_fo::1,88535842,location_cg_fo,wrong_to_wrong,False,False,True,True,preserve,False,False,False
88535842::location_cg_so::0,88535842,location_cg_so,right_to_right,False,False,True,True,revise,True,False,False
88535842::location_cg_so::1,88535842,location_cg_so,wrong_to_wrong,False,False,True,True,revise,True,False,True
88535842::location_fg_fo::0,88535842,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,True
88535842::location_fg_fo::1,88535842,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
88535842::location_fg_fo::2,88535842,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
88535842::location_fg_fo::3,88535842,location_fg_fo,wrong_to_wrong,False,False,True,True,revise,False,False,True
88535842::location_fg_so::0,88535842,location_fg_so,wrong_to_wrong,True,True,True,True,revise,True,True,False
88535842::location_fg_so::1,88535842,location_fg_so,wrong_to_wrong,False,False,True,True,revise,False,False,True
88535842::multihop_fo::0,88535842,multihop_fo_fullness,right_to_right,False,False,True,True,revise,False,False,False
88535842::multihop_fo::1,88535842,multihop_fo_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,False
88535842::multihop_fo::2,88535842,multihop_fo_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,True
88535842::multihop_fo::3,88535842,multihop_fo_fullness,right_to_right,False,False,True,True,revise,False,False,True
88535842::multihop_fo::4,88535842,multihop_fo_accessibility,right_to_right,False,False,True,True,preserve,False,False,False
88535842::multihop_fo::5,88535842,multihop_fo_accessibility,wrong_to_wrong,False,False,True,True,preserve,False,False,False
88535842::multihop_so::0,88535842,multihop_so_fullness,wrong_to_wrong,False,False,True,True,preserve,False,False,False
88535842::multihop_so::1,88535842,multihop_so_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,True
88535842::multihop_so::2,88535842,multihop_so_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,True
88535842::multihop_so::3,88535842,multihop_so_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,True
88535842::multihop_so::4,88535842,multihop_so_accessibility,right_to_right,False,False,True,True,preserve,False,False,False
88535842::multihop_so::5,88535842,multihop_so_accessibility,wrong_to_wrong,False,False,True,True,revise,False,False,False
88535842::attitude::0,88535842,attitude,wrong_to_wrong,False,False,True,True,revise,True,True,True
62157313::location_cg_fo::0,62157313,location_cg_fo,right_to_right,False,False,True,True,revise,False,False,False
62157313::location_cg_fo::1,62157313,location_cg_fo,wrong_to_wrong,False,False,True,True,revise,True,False,True
62157313::location_cg_so::0,62157313,location_cg_so,right_to_wrong,True,True,True,True,revise,True,False,False
62157313::location_cg_so::1,62157313,location_cg_so,wrong_to_wrong,False,False,True,True,revise,False,False,False
62157313::location_fg_fo::0,62157313,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,True
62157313::location_fg_fo::1,62157313,location_fg_fo,wrong_to_wrong,False,False,True,True,preserve,False,False,True
62157313::location_fg_fo::2,62157313,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
62157313::location_fg_fo::3,62157313,location_fg_fo,wrong_to_wrong,False,False,True,True,revise,False,False,False
62157313::location_fg_so::0,62157313,location_fg_so,right_to_right,True,False,True,True,revise,True,True,False
62157313::location_fg_so::1,62157313,location_fg_so,wrong_to_wrong,False,False,True,True,preserve,False,False,True
62157313::multihop_fo::0,62157313,multihop_fo_fullness,right_to_right,False,False,True,True,revise,True,False,False
62157313::multihop_fo::1,62157313,multihop_fo_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,False
62157313::multihop_fo::2,62157313,multihop_fo_fullness,right_to_right,False,False,True,True,preserve,False,False,False
62157313::multihop_fo::3,62157313,multihop_fo_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,False
62157313::multihop_fo::4,62157313,multihop_fo_accessibility,right_to_right,False,False,True,True,preserve,False,False,False
62157313::multihop_fo::5,62157313,multihop_fo_accessibility,wrong_to_wrong,False,False,True,True,revise,False,False,False
62157313::multihop_so::0,62157313,multihop_so_fullness,right_to_wrong,True,True,True,True,revise,True,True,False
62157313::multihop_so::1,62157313,multihop_so_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,False
62157313::multihop_so::2,62157313,multihop_so_fullness,right_to_right,False,False,True,True,preserve,False,False,False
62157313::multihop_so::3,62157313,multihop_so_fullness,wrong_to_wrong,False,False,True,True,revise,True,False,False
62157313::multihop_so::4,62157313,multihop_so_accessibility,wrong_to_right,True,True,True,True,revise,True,False,False
62157313::multihop_so::5,62157313,multihop_so_accessibility,wrong_to_wrong,False,False,True,True,revise,False,False,True
62157313::attitude::0,62157313,attitude,wrong_to_wrong,False,False,True,True,revise,False,False,True
82931048::location_cg_fo::0,82931048,location_cg_fo,right_to_right,False,False,True,True,revise,False,False,False
82931048::location_cg_fo::1,82931048,location_cg_fo,wrong_to_wrong,False,False,True,True,revise,True,False,False
82931048::location_cg_so::0,82931048,location_cg_so,wrong_to_wrong,False,False,True,True,revise,True,False,True
82931048::location_cg_so::1,82931048,location_cg_so,wrong_to_wrong,False,False,True,True,revise,True,False,False
82931048::location_fg_fo::0,82931048,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,True
82931048::location_fg_fo::1,82931048,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
82931048::location_fg_fo::2,82931048,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
82931048::location_fg_fo::3,82931048,location_fg_fo,wrong_to_wrong,False,False,True,True,revise,False,False,False
82931048::location_fg_so::0,82931048,location_fg_so,right_to_wrong,True,True,True,True,revise,True,True,False
82931048::location_fg_so::1,82931048,location_fg_so,wrong_to_wrong,False,False,True,True,preserve,False,False,False
82931048::multihop_fo::0,82931048,multihop_fo_fullness,right_to_right,False,False,True,True,revise,False,False,False
82931048::multihop_fo::1,82931048,multihop_fo_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,False
82931048::multihop_fo::2,82931048,multihop_fo_fullness,right_to_right,False,False,True,True,revise,False,False,False
82931048::multihop_fo::3,82931048,multihop_fo_fullness,right_to_right,False,False,True,True,revise,False,True,False
82931048::multihop_fo::4,82931048,multihop_fo_accessibility,wrong_to_wrong,False,False,True,True,revise,True,False,False
82931048::multihop_fo::5,82931048,multihop_fo_accessibility,wrong_to_wrong,False,False,True,True,preserve,False,False,False
82931048::multihop_so::0,82931048,multihop_so_fullness,wrong_to_wrong,False,False,True,True,preserve,False,False,False
82931048::multihop_so::1,82931048,multihop_so_fullness,wrong_to_wrong,False,False,True,True,preserve,False,False,False
82931048::multihop_so::2,82931048,multihop_so_fullness,wrong_to_wrong,False,False,True,True,preserve,False,False,False
82931048::multihop_so::3,82931048,multihop_so_fullness,wrong_to_wrong,False,False,True,True,preserve,False,False,False
82931048::multihop_so::4,82931048,multihop_so_accessibility,right_to_right,False,False,True,True,revise,True,False,False
82931048::multihop_so::5,82931048,multihop_so_accessibility,wrong_to_wrong,False,False,True,True,revise,True,False,False
82931048::attitude::0,82931048,attitude,wrong_to_wrong,False,False,True,True,revise,True,False,False
74447435::location_cg_fo::0,74447435,location_cg_fo,right_to_right,False,False,True,True,preserve,False,False,False
74447435::location_cg_fo::1,74447435,location_cg_fo,wrong_to_wrong,False,False,True,True,revise,True,False,True
74447435::location_cg_so::0,74447435,location_cg_so,wrong_to_wrong,False,False,True,True,revise,True,False,True
74447435::location_cg_so::1,74447435,location_cg_so,wrong_to_wrong,False,False,True,True,revise,False,False,False
74447435::location_fg_fo::0,74447435,location_fg_fo,right_to_right,False,False,True,True,revise,True,False,False
74447435::location_fg_fo::1,74447435,location_fg_fo,right_to_right,False,False,True,True,revise,False,False,False
74447435::location_fg_fo::2,74447435,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
74447435::location_fg_fo::3,74447435,location_fg_fo,wrong_to_wrong,False,False,True,True,revise,False,False,False
74447435::location_fg_so::0,74447435,location_fg_so,wrong_to_wrong,False,False,True,True,revise,True,False,False
74447435::location_fg_so::1,74447435,location_fg_so,wrong_to_wrong,False,False,True,True,preserve,False,False,False
74447435::multihop_fo::0,74447435,multihop_fo_fullness,right_to_right,False,False,True,True,revise,True,False,False
74447435::multihop_fo::1,74447435,multihop_fo_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,False
74447435::multihop_fo::2,74447435,multihop_fo_fullness,right_to_right,False,False,True,True,preserve,False,False,False
74447435::multihop_fo::3,74447435,multihop_fo_fullness,right_to_right,False,False,True,True,revise,False,False,False
74447435::multihop_fo::4,74447435,multihop_fo_accessibility,right_to_right,False,False,True,True,preserve,False,False,False
74447435::multihop_fo::5,74447435,multihop_fo_accessibility,wrong_to_wrong,False,False,True,True,revise,False,False,False
74447435::multihop_so::0,74447435,multihop_so_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,False
74447435::multihop_so::1,74447435,multihop_so_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,True
74447435::multihop_so::2,74447435,multihop_so_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,True
74447435::multihop_so::3,74447435,multihop_so_fullness,wrong_to_wrong,False,False,True,True,preserve,False,False,False
74447435::multihop_so::4,74447435,multihop_so_accessibility,right_to_right,False,False,True,True,revise,True,False,True
74447435::multihop_so::5,74447435,multihop_so_accessibility,wrong_to_wrong,False,False,True,True,preserve,False,False,False
74447435::attitude::0,74447435,attitude,right_to_right,False,False,True,True,revise,True,True,False
25192217::location_cg_fo::0,25192217,location_cg_fo,right_to_right,False,False,True,True,revise,True,False,False
25192217::location_cg_fo::1,25192217,location_cg_fo,wrong_to_wrong,False,False,True,True,revise,True,True,True
25192217::location_cg_so::0,25192217,location_cg_so,right_to_right,False,False,True,True,revise,True,False,True
25192217::location_cg_so::1,25192217,location_cg_so,wrong_to_wrong,False,False,True,True,revise,False,False,False
25192217::location_fg_fo::0,25192217,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,True
25192217::location_fg_fo::1,25192217,location_fg_fo,wrong_to_wrong,False,False,True,True,preserve,False,False,False
25192217::location_fg_fo::2,25192217,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,True
25192217::location_fg_fo::3,25192217,location_fg_fo,wrong_to_wrong,False,False,True,True,revise,False,False,True
25192217::location_fg_so::0,25192217,location_fg_so,right_to_wrong,True,True,True,True,revise,True,False,False
25192217::location_fg_so::1,25192217,location_fg_so,wrong_to_wrong,False,False,True,True,preserve,False,False,True
25192217::multihop_fo::0,25192217,multihop_fo_fullness,right_to_right,False,False,True,True,revise,True,True,False
25192217::multihop_fo::1,25192217,multihop_fo_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,True
25192217::multihop_fo::2,25192217,multihop_fo_fullness,right_to_right,False,False,True,True,revise,True,True,True
25192217::multihop_fo::3,25192217,multihop_fo_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,True
25192217::multihop_fo::4,25192217,multihop_fo_accessibility,right_to_right,False,False,True,True,revise,True,False,False
25192217::multihop_fo::5,25192217,multihop_fo_accessibility,wrong_to_wrong,False,False,True,True,revise,True,False,False
25192217::multihop_so::0,25192217,multihop_so_fullness,right_to_right,False,False,True,True,revise,False,False,True
25192217::multihop_so::1,25192217,multihop_so_fullness,wrong_to_wrong,False,False,True,True,preserve,False,False,False
25192217::multihop_so::2,25192217,multihop_so_fullness,right_to_wrong,True,True,True,True,revise,True,False,False
25192217::multihop_so::3,25192217,multihop_so_fullness,wrong_to_wrong,False,False,True,True,revise,True,False,False
25192217::multihop_so::4,25192217,multihop_so_accessibility,right_to_right,False,False,True,True,revise,True,False,False
25192217::multihop_so::5,25192217,multihop_so_accessibility,wrong_to_wrong,False,False,True,True,revise,True,True,False
25192217::attitude::0,25192217,attitude,wrong_to_wrong,False,False,True,True,revise,True,False,False
38709379::location_cg_fo::0,38709379,location_cg_fo,right_to_right,False,False,True,True,preserve,False,False,False
38709379::location_cg_fo::1,38709379,location_cg_fo,right_to_right,False,False,True,True,revise,True,False,False
38709379::location_cg_so::0,38709379,location_cg_so,right_to_right,False,False,True,True,revise,True,False,True
38709379::location_cg_so::1,38709379,location_cg_so,right_to_right,False,False,True,True,preserve,False,False,False
38709379::location_fg_fo::0,38709379,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,True
38709379::location_fg_fo::1,38709379,location_fg_fo,wrong_to_wrong,False,False,True,True,preserve,False,False,False
38709379::location_fg_fo::2,38709379,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
38709379::location_fg_fo::3,38709379,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
38709379::location_fg_so::0,38709379,location_fg_so,right_to_right,False,False,True,True,preserve,False,False,False
38709379::location_fg_so::1,38709379,location_fg_so,right_to_right,False,False,True,True,preserve,False,False,False
38709379::multihop_fo::0,38709379,multihop_fo_fullness,right_to_right,False,False,True,True,revise,True,False,False
38709379::multihop_fo::1,38709379,multihop_fo_fullness,right_to_right,False,False,True,True,revise,True,False,False
